variant,share_pred_10plus,share_pred_15plus,q90_pred_fav,q95_pred_fav,mean_pred_fav
HistGradientBoostingAbsoluteBlend,0.2608164133092378,0.11324014032103752,15.807236210183106,20.0753985874169,7.1028535071372225
HistGradientBoostingSquaredBlend,0.27011799723610075,0.1271393643031785,16.565913189941124,21.245623355359594,7.241545761856375
LightGBMRegressionL2Blend,0.26963963006271924,0.1263155097267992,16.589753553448265,21.214738407348325,7.219206806597255
