n_games,mean_slot_bias,mean_abs_slot_bias,p95_abs_slot_bias,home_slot_adv_share,model
4079,3.101118402562249,3.5599334246177334,8.685028052330015,0.8497180681539593,HistGradientBoosting
4079,1.1427202096673021,1.9405388481277894,5.087153601646423,0.6776170630056386,HistGradientBoostingSwappedSlots
