scenario,n_rows,top100_roi,top100_winrate,top100_avg_edge,top200_roi,top200_winrate,top200_avg_edge,top500_roi,top500_winrate,top500_avg_edge,avg_edge_ge_10_count,avg_edge_ge_15_count,avg_edge_ge_20_count,avg_edge_ge_25_count,avg_edge_ge_30_count
full,32851,0.17318181818181813,0.6165606725146199,15.305359404397507,0.11015151515151515,0.5826085079995095,12.20224721967917,0.057878787878787884,0.5547203213984049,8.742598968137889,113.66666666666667,37.0,15.166666666666666,7.5,3.1666666666666665
exclude_high,32745,0.09515151515151517,0.5746871043588353,13.878893258236348,0.06492424242424244,0.558647586174266,11.258053862797631,0.038787878787878795,0.5445137690986898,8.275184653264374,98.0,26.833333333333332,8.666666666666666,3.8333333333333335,1.5
exclude_high_medium,32694,0.0712121212121212,0.5617437533227007,13.77182406163464,0.04492424242424242,0.5478394789375873,11.147076033053212,0.03366666666666667,0.5417538655120521,8.2002431917708,93.83333333333333,26.166666666666668,8.666666666666666,3.8333333333333335,1.5
