season,option,bucket_kind,bucket,n,avg_pick_prob,win_rate,roi
2020,best_posthoc_normal,edge,"[0.15, 1.0)",208,0.7556296371725532,0.5902439024390244,0.12499999999999999
2020,constant14_normal,probability,"[0.5, 0.55)",2535,0.5239906220203829,0.492203118752499,-0.05953021337636722
2020,constant14_normal,probability,"[0.55, 0.6)",1590,0.5719385901815593,0.4884910485933504,-0.06632361349342479
2020,constant14_normal,probability,"[0.6, 0.65)",688,0.6216520425729621,0.5007385524372231,-0.04334038054968288
2020,constant14_normal,probability,"[0.65, 0.7)",284,0.6731882599893808,0.55,0.049295774647887314
2020,constant14_normal,probability,"[0.7, 0.75)",106,0.7229065428302834,0.5238095238095238,8.3790416952842e-18
2020,constant14_normal,probability,"[0.75, 0.8)",54,0.7744495024666969,0.5660377358490566,0.07912457912457914
2020,constant14_normal,probability,"[0.8, 0.85)",26,0.8167971607569562,0.5,-0.04545454545454545
2020,constant14_normal,probability,"[0.85, 1.01)",41,0.9230045384123259,0.7948717948717948,0.492239467849224
2020,constant14_normal,edge,"[0.0, 0.02)",946,0.5335355054017082,0.4967948717948718,-0.05102825293100134
2020,constant14_normal,edge,"[0.02, 0.04)",865,0.5533234622835544,0.4752941176470588,-0.09101418812401471
2020,constant14_normal,edge,"[0.04, 0.06)",614,0.5731429801723555,0.504950495049505,-0.03553449807521469
2020,constant14_normal,edge,"[0.06, 0.08)",479,0.5930498366783895,0.4978813559322034,-0.04877585879673561
2020,constant14_normal,edge,"[0.08, 0.1)",325,0.6133532744777865,0.5,-0.044755244755244755
2020,constant14_normal,edge,"[0.1, 0.15)",442,0.6447261166598738,0.5138248847926268,-0.01871657754010694
2020,constant14_normal,edge,"[0.15, 1.0)",359,0.746954156806168,0.56657223796034,0.08027348695872373
2020,logistic_raw_z,probability,"[0.5, 0.55)",4853,0.5093768087599169,0.4959230608404767,-0.0524698874173426
2020,logistic_raw_z,probability,"[0.55, 0.6)",46,0.5657214384157053,0.7111111111111111,0.34980237154150196
2020,logistic_raw_z,probability,"[0.6, 0.65)",5,0.6299030517139071,0.8,0.5272727272727272
2020,logistic_raw_z,probability,"[0.65, 0.7)",1,0.6560771130215602,1.0,0.9090909090909091
2020,logistic_raw_z,edge,"[0.0, 0.02)",222,0.5301423585710435,0.47685185185185186,-0.0872235872235872
2020,logistic_raw_z,edge,"[0.02, 0.04)",42,0.5513206069057703,0.5476190476190477,0.04545454545454547
2020,logistic_raw_z,edge,"[0.04, 0.06)",18,0.5717917432473735,0.8235294117647058,0.5404040404040402
2020,logistic_raw_z,edge,"[0.06, 0.08)",5,0.5919325767084584,0.8,0.5272727272727272
2020,logistic_raw_z,edge,"[0.08, 0.1)",2,0.6160275786871834,1.0,0.9090909090909091
2020,logistic_raw_z,edge,"[0.1, 0.15)",4,0.6433843035541824,0.75,0.43181818181818177
2020,isotonic_raw_z,probability,"[0.5, 0.55)",5153,0.5066139292108225,0.49694701595430374,-0.05052661291745321
2020,isotonic_raw_z,probability,"[0.55, 0.6)",61,0.5570146091223377,0.5084745762711864,-0.02831594634873324
2020,isotonic_raw_z,probability,"[0.6, 0.65)",55,0.6015037593984963,0.5925925925925926,0.12892561983471074
2020,isotonic_raw_z,probability,"[0.75, 0.8)",8,0.7796052631578947,1.0,0.9090909090909091
2020,isotonic_raw_z,edge,"[0.0, 0.02)",391,0.5356589417567674,0.53125,0.01395024412927225
2020,isotonic_raw_z,edge,"[0.02, 0.04)",59,0.556122448979592,0.49122807017543857,-0.0600924499229584
2020,isotonic_raw_z,edge,"[0.04, 0.06)",2,0.5833333333333333,1.0,0.9090909090909091
2020,isotonic_raw_z,edge,"[0.06, 0.08)",55,0.6015037593984963,0.5925925925925926,0.12892561983471074
2020,isotonic_raw_z,edge,"[0.15, 1.0)",8,0.7796052631578947,1.0,0.9090909090909091
2020,logistic_best_posthoc_z,probability,"[0.5, 0.55)",4887,0.5116599695636874,0.4945009338036937,-0.05517420987034247
2020,logistic_best_posthoc_z,probability,"[0.55, 0.6)",65,0.5646896567024773,0.6349206349206349,0.2055944055944056
2020,logistic_best_posthoc_z,probability,"[0.6, 0.65)",13,0.6214229329456049,0.8461538461538461,0.6153846153846154
2020,logistic_best_posthoc_z,probability,"[0.65, 0.7)",3,0.6622574270294184,1.0,0.9090909090909091
2020,logistic_best_posthoc_z,edge,"[0.0, 0.02)",472,0.5301033076422664,0.5268817204301075,0.00577812018489985
2020,logistic_best_posthoc_z,edge,"[0.02, 0.04)",74,0.5511147708503231,0.5205479452054794,-0.006142506142506163
2020,logistic_best_posthoc_z,edge,"[0.04, 0.06)",18,0.5721654018662492,0.75,0.3838383838383838
2020,logistic_best_posthoc_z,edge,"[0.06, 0.08)",9,0.5898546471139476,0.8888888888888888,0.6969696969696969
2020,logistic_best_posthoc_z,edge,"[0.08, 0.1)",7,0.6120654699030837,1.0,0.9090909090909091
2020,logistic_best_posthoc_z,edge,"[0.1, 0.15)",9,0.6423124577843924,0.7777777777777778,0.4848484848484848
2020,isotonic_best_posthoc_z,probability,"[0.5, 0.55)",3299,0.5137425009124121,0.5056975669849092,-0.03403235140125106
2020,isotonic_best_posthoc_z,probability,"[0.55, 0.6)",139,0.555708318298467,0.5434782608695652,0.03727926749509483
2020,isotonic_best_posthoc_z,probability,"[0.6, 0.65)",92,0.6166750132968289,0.6,0.14229249011857706
2020,isotonic_best_posthoc_z,probability,"[0.75, 0.8)",12,0.7715744899296765,1.0,0.8333333333333331
2020,isotonic_best_posthoc_z,edge,"[0.0, 0.02)",788,0.5275804950076115,0.5283505154639175,0.00853714813105677
2020,isotonic_best_posthoc_z,edge,"[0.02, 0.04)",138,0.5555555555555555,0.5401459854014599,0.03096179183135704
2020,isotonic_best_posthoc_z,edge,"[0.04, 0.06)",1,0.5767895768202456,1.0,0.9090909090909091
2020,isotonic_best_posthoc_z,edge,"[0.08, 0.1)",82,0.6156681724691718,0.575,0.09534368070953438
2020,isotonic_best_posthoc_z,edge,"[0.1, 0.15)",10,0.6249311080836162,0.8,0.5272727272727272
2020,isotonic_best_posthoc_z,edge,"[0.15, 1.0)",12,0.7715744899296765,1.0,0.8333333333333331
2022,raw_mlp_normal,probability,"[0.5, 0.55)",2101,0.5244394505749495,0.5004830917874397,-0.04387521093851412
2022,raw_mlp_normal,probability,"[0.55, 0.6)",1597,0.57355463484178,0.5095177664974619,-0.026925485284909196
2022,raw_mlp_normal,probability,"[0.6, 0.65)",892,0.6228659530836472,0.5192743764172335,-0.008560945780676725
2022,raw_mlp_normal,probability,"[0.65, 0.7)",464,0.6705741902782884,0.5570175438596491,0.06230407523510972
2022,raw_mlp_normal,probability,"[0.7, 0.75)",182,0.7224306279013597,0.5586592178770949,0.06543456543456543
2022,raw_mlp_normal,probability,"[0.75, 0.8)",111,0.7728129867080548,0.5454545454545454,0.04095004095004096
2022,raw_mlp_normal,probability,"[0.8, 0.85)",40,0.8231480890405252,0.525,0.002272727272727268
2022,raw_mlp_normal,probability,"[0.85, 1.01)",56,0.9070463771331472,0.5714285714285714,0.0909090909090909
2022,raw_mlp_normal,edge,"[0.0, 0.02)",825,0.5337029794672747,0.5055487053020962,-0.03426997245179063
2022,raw_mlp_normal,edge,"[0.02, 0.04)",713,0.5535802560104213,0.4956896551724138,-0.05240341705979854
2022,raw_mlp_normal,edge,"[0.04, 0.06)",683,0.5737097630980497,0.5266272189349113,0.005324104884866232
2022,raw_mlp_normal,edge,"[0.06, 0.08)",534,0.5933308758067715,0.4952741020793951,-0.053966632618318015
2022,raw_mlp_normal,edge,"[0.08, 0.1)",381,0.6133318777762043,0.5308310991957105,0.013123359580052493
2022,raw_mlp_normal,edge,"[0.1, 0.15)",697,0.6461820930303055,0.5499276410998553,0.04943263336376679
2022,raw_mlp_normal,edge,"[0.15, 1.0)",571,0.7458479972606281,0.549645390070922,0.04871835694953034
2022,best_posthoc_normal,probability,"[0.5, 0.55)",2100,0.5244567535418505,0.500724987916868,-0.04341991341991341
2022,best_posthoc_normal,probability,"[0.55, 0.6)",1595,0.5735504376617582,0.5095298602287166,-0.02690225135366201
2022,best_posthoc_normal,probability,"[0.6, 0.65)",893,0.6228149618863462,0.5186862967157417,-0.009671179883945839
2022,best_posthoc_normal,probability,"[0.65, 0.7)",465,0.6706652797258581,0.5557986870897156,0.06001955034213099
2022,best_posthoc_normal,probability,"[0.7, 0.75)",182,0.7224380453227557,0.5586592178770949,0.0654345654345654
2022,best_posthoc_normal,probability,"[0.75, 0.8)",110,0.7724940292046135,0.5412844036697247,0.03305785123966942
2022,best_posthoc_normal,probability,"[0.8, 0.85)",39,0.8211554991192833,0.5384615384615384,0.02797202797202797
2022,best_posthoc_normal,probability,"[0.85, 1.01)",59,0.9081575982476732,0.576271186440678,0.10015408320493063
2022,best_posthoc_normal,edge,"[0.0, 0.02)",821,0.5336367599506454,0.5055762081784386,-0.03421548001328756
2022,best_posthoc_normal,edge,"[0.02, 0.04)",716,0.5535157111592387,0.49356223175965663,-0.056373793803961396
2022,best_posthoc_normal,edge,"[0.04, 0.06)",683,0.5736975086977655,0.5295857988165681,0.010914415013975774
2022,best_posthoc_normal,edge,"[0.06, 0.08)",535,0.5932910423223583,0.49433962264150944,-0.05573491928632116
2022,best_posthoc_normal,edge,"[0.08, 0.1)",382,0.6133059852900807,0.5294117647058824,0.010471204188481676
2022,best_posthoc_normal,edge,"[0.1, 0.15)",696,0.6462422841055881,0.5521739130434783,0.0536833855799373
2022,best_posthoc_normal,edge,"[0.15, 1.0)",573,0.7463331457582226,0.5477031802120141,0.04505790893225448
2022,constant14_normal,probability,"[0.5, 0.55)",2512,0.5236599658431645,0.494949494949495,-0.05428488708743485
2022,constant14_normal,probability,"[0.55, 0.6)",1669,0.5713361933338601,0.5237226277372263,-0.00016340759300615329
2022,constant14_normal,probability,"[0.6, 0.65)",751,0.6214824939978444,0.5388739946380697,0.028567969979421393
2022,constant14_normal,probability,"[0.65, 0.7)",278,0.670033942053703,0.5604395604395604,0.06867233485938523
2022,constant14_normal,probability,"[0.7, 0.75)",108,0.7229903529414788,0.4766355140186916,-0.08922558922558922
2022,constant14_normal,probability,"[0.75, 0.8)",58,0.7704333590815234,0.543859649122807,0.037617554858934164
2022,constant14_normal,probability,"[0.8, 0.85)",30,0.8228472015860633,0.6666666666666666,0.2727272727272726
2022,constant14_normal,probability,"[0.85, 1.01)",37,0.9036324262242422,0.5675675675675675,0.08353808353808354
2022,constant14_normal,edge,"[0.0, 0.02)",988,0.5339171882367353,0.5190918472652218,-0.008833271991166727
2022,constant14_normal,edge,"[0.02, 0.04)",846,0.554429445671953,0.4844124700239808,-0.07414571244358477
2022,constant14_normal,edge,"[0.04, 0.06)",650,0.5731059180211034,0.5349922239502333,0.02111888111888112
2022,constant14_normal,edge,"[0.06, 0.08)",491,0.5936991276258688,0.5218295218295218,-0.0037030179596371027
2022,constant14_normal,edge,"[0.08, 0.1)",342,0.6136011830883855,0.5427728613569321,0.03588516746411483
2022,constant14_normal,edge,"[0.1, 0.15)",479,0.6451722983929911,0.5421940928270043,0.034731448092617204
2022,constant14_normal,edge,"[0.15, 1.0)",340,0.7476390752553721,0.5625,0.07299465240641712
2022,logistic_raw_z,probability,"[0.5, 0.55)",5146,0.5149781472264785,0.514083119952728,-0.018319612761898026
2022,logistic_raw_z,probability,"[0.55, 0.6)",201,0.5642573697716904,0.542713567839196,0.03573043871551334
2022,logistic_raw_z,probability,"[0.6, 0.65)",21,0.6145740159751505,0.5714285714285714,0.09090909090909091
2022,logistic_raw_z,probability,"[0.65, 0.7)",3,0.678054824954526,1.0,0.9090909090909091
2022,logistic_raw_z,probability,"[0.7, 0.75)",1,0.7238752295664529,1.0,0.9090909090909091
2022,logistic_raw_z,edge,"[0.0, 0.02)",986,0.531079896624428,0.5475946775844421,0.044993546007744786
2022,logistic_raw_z,edge,"[0.02, 0.04)",221,0.5518947255529658,0.5576036866359447,0.06334841628959276
2022,logistic_raw_z,edge,"[0.04, 0.06)",52,0.5721869368583627,0.5384615384615384,0.027972027972027955
2022,logistic_raw_z,edge,"[0.06, 0.08)",24,0.5917074104597232,0.5,-0.04545454545454546
2022,logistic_raw_z,edge,"[0.08, 0.1)",16,0.6102290964745933,0.5,-0.04545454545454547
2022,logistic_raw_z,edge,"[0.1, 0.15)",5,0.6411505192348412,0.8,0.5272727272727272
2022,logistic_raw_z,edge,"[0.15, 1.0)",3,0.698196847600145,1.0,0.9090909090909091
2022,isotonic_raw_z,probability,"[0.5, 0.55)",4294,0.519814732605046,0.5147510030682086,-0.01706397933691832
2022,isotonic_raw_z,probability,"[0.55, 0.6)",191,0.5933515383972638,0.531578947368421,0.014754878629224175
2022,isotonic_raw_z,probability,"[0.6, 0.65)",19,0.614696570118416,0.6111111111111112,0.15789473684210523
2022,isotonic_raw_z,probability,"[0.65, 0.7)",7,0.6923076923076924,0.42857142857142855,-0.18181818181818185
2022,isotonic_raw_z,probability,"[0.7, 0.75)",1,0.7070035919494878,1.0,0.9090909090909091
2022,isotonic_raw_z,probability,"[0.75, 0.8)",1,0.7865614414693243,1.0,0.9090909090909091
2022,isotonic_raw_z,probability,"[0.8, 0.85)",27,0.8391812865497075,0.7407407407407407,0.41414141414141414
2022,isotonic_raw_z,edge,"[0.0, 0.02)",1228,0.5346842162878112,0.5297029702970297,0.011104530648504586
2022,isotonic_raw_z,edge,"[0.02, 0.04)",433,0.5489621763986285,0.5747663551401869,0.09615788368675206
2022,isotonic_raw_z,edge,"[0.04, 0.06)",2,0.5714067850164313,0.0,-1.0
2022,isotonic_raw_z,edge,"[0.06, 0.08)",165,0.5987806133881415,0.5182926829268293,-0.010468319559228651
2022,isotonic_raw_z,edge,"[0.08, 0.1)",18,0.6154082606131464,0.5882352941176471,0.11616161616161616
2022,isotonic_raw_z,edge,"[0.15, 1.0)",36,0.8054892671226324,0.6944444444444444,0.32575757575757563
2022,logistic_best_posthoc_z,probability,"[0.5, 0.55)",5174,0.5148440818804978,0.5135188087774295,-0.019380117370067115
2022,logistic_best_posthoc_z,probability,"[0.55, 0.6)",196,0.5642944537139157,0.5412371134020618,0.0329313543599258
2022,logistic_best_posthoc_z,probability,"[0.6, 0.65)",22,0.6157647220362217,0.5454545454545454,0.04132231404958674
2022,logistic_best_posthoc_z,probability,"[0.65, 0.7)",3,0.6769747844780598,1.0,0.9090909090909091
2022,logistic_best_posthoc_z,probability,"[0.7, 0.75)",1,0.7225015460820623,1.0,0.9090909090909091
2022,logistic_best_posthoc_z,edge,"[0.0, 0.02)",978,0.5311784027970732,0.5469556243550051,0.043781372002230895
2022,logistic_best_posthoc_z,edge,"[0.02, 0.04)",210,0.5520055555074126,0.5533980582524272,0.05541125541125541
2022,logistic_best_posthoc_z,edge,"[0.04, 0.06)",49,0.5715197621612439,0.5714285714285714,0.0909090909090909
2022,logistic_best_posthoc_z,edge,"[0.06, 0.08)",27,0.5918284408401637,0.5555555555555556,0.06060606060606059
2022,logistic_best_posthoc_z,edge,"[0.08, 0.1)",15,0.6106763815783538,0.4,-0.2363636363636364
2022,logistic_best_posthoc_z,edge,"[0.1, 0.15)",6,0.6404089257059787,0.8333333333333334,0.5909090909090908
2022,logistic_best_posthoc_z,edge,"[0.15, 1.0)",3,0.6970371410324708,1.0,0.9090909090909091
2022,isotonic_best_posthoc_z,probability,"[0.5, 0.55)",3596,0.5151935236644338,0.5105544610188573,-0.025002528061482447
2022,isotonic_best_posthoc_z,probability,"[0.55, 0.6)",510,0.5578055777695445,0.5685884691848907,0.08431372549019608
2022,isotonic_best_posthoc_z,probability,"[0.6, 0.65)",107,0.6258333282710503,0.4953271028037383,-0.05437553101104502
2022,isotonic_best_posthoc_z,probability,"[0.7, 0.75)",10,0.7235489349199776,0.5,-0.04545454545454547
2022,isotonic_best_posthoc_z,probability,"[0.75, 0.8)",12,0.759562117689517,0.5833333333333334,0.1136363636363636
2022,isotonic_best_posthoc_z,probability,"[0.8, 0.85)",1,0.8073123826559211,1.0,0.9090909090909091
2022,isotonic_best_posthoc_z,probability,"[0.85, 1.01)",15,0.9037035703703704,0.8666666666666667,0.6545454545454543
2022,isotonic_best_posthoc_z,edge,"[0.0, 0.02)",679,0.5302530629932063,0.5394932935916542,0.029588967733297635
2022,isotonic_best_posthoc_z,edge,"[0.02, 0.04)",439,0.5531423462484203,0.5704387990762124,0.08780285773452061
2022,isotonic_best_posthoc_z,edge,"[0.04, 0.06)",3,0.5754657998514592,0.3333333333333333,-0.3636363636363636
2022,isotonic_best_posthoc_z,edge,"[0.06, 0.08)",69,0.5865384615384615,0.5735294117647058,0.09354413702239785
2022,isotonic_best_posthoc_z,edge,"[0.08, 0.1)",51,0.6046104679791737,0.49019607843137253,-0.0641711229946524
2022,isotonic_best_posthoc_z,edge,"[0.1, 0.15)",56,0.6451612903225806,0.5,-0.04545454545454546
2022,isotonic_best_posthoc_z,edge,"[0.15, 1.0)",38,0.8082394920969856,0.6842105263157895,0.3062200956937798
2023,raw_mlp_normal,probability,"[0.5, 0.55)",2349,0.5242577811446009,0.502129471890971,-0.04137157010720229
2023,raw_mlp_normal,probability,"[0.55, 0.6)",1645,0.5726611693841954,0.5036496350364964,-0.038463663995578885
2023,raw_mlp_normal,probability,"[0.6, 0.65)",949,0.6215538465627238,0.48472075869336145,-0.07462400613085543
2023,raw_mlp_normal,probability,"[0.65, 0.7)",442,0.6720084561611817,0.583710407239819,0.11435623200329083
2023,raw_mlp_normal,probability,"[0.7, 0.75)",192,0.720341090221325,0.5235602094240838,-0.0004734848484848388
2023,raw_mlp_normal,probability,"[0.75, 0.8)",90,0.7740078958185762,0.5444444444444444,0.03939393939393941
2023,raw_mlp_normal,probability,"[0.8, 0.85)",51,0.8249605097153377,0.6078431372549019,0.160427807486631
2023,raw_mlp_normal,probability,"[0.85, 1.01)",55,0.8963084840787969,0.7454545454545455,0.4231404958677686
2023,raw_mlp_normal,edge,"[0.0, 0.02)",942,0.5335983614628657,0.5095541401273885,-0.027214823393167335
2023,raw_mlp_normal,edge,"[0.02, 0.04)",806,0.5538351883163066,0.49627791563275436,-0.05256034288292352
2023,raw_mlp_normal,edge,"[0.04, 0.06)",656,0.5734331271120202,0.5304878048780488,0.012749445676274954
2023,raw_mlp_normal,edge,"[0.06, 0.08)",539,0.5937129850462141,0.483271375464684,-0.07724742789677853
2023,raw_mlp_normal,edge,"[0.08, 0.1)",439,0.6131895431770613,0.510250569476082,-0.025885276454752536
2023,raw_mlp_normal,edge,"[0.1, 0.15)",654,0.6455400098112619,0.4892966360856269,-0.06588824020016679
2023,raw_mlp_normal,edge,"[0.15, 1.0)",580,0.7432010533129163,0.5941278065630398,0.13401253918495296
2023,best_posthoc_normal,probability,"[0.5, 0.55)",2342,0.5242539337918906,0.5010679196924391,-0.043397251766167225
2023,best_posthoc_normal,probability,"[0.55, 0.6)",1646,0.5726848567948474,0.505775075987842,-0.03440848337567656
2023,best_posthoc_normal,probability,"[0.6, 0.65)",941,0.6215258646313142,0.4824654622741764,-0.07892957202202684
2023,best_posthoc_normal,probability,"[0.65, 0.7)",443,0.6719120781247377,0.5778781038374717,0.10322183459880978
2023,best_posthoc_normal,probability,"[0.7, 0.75)",193,0.720065572616954,0.5233160621761658,-0.0009420631182289182
2023,best_posthoc_normal,probability,"[0.75, 0.8)",94,0.7725578954414544,0.5591397849462365,0.06673114119922632
2023,best_posthoc_normal,probability,"[0.8, 0.85)",53,0.8251874893922085,0.6037735849056604,0.15265866209262433
2023,best_posthoc_normal,probability,"[0.85, 1.01)",61,0.9020880915648296,0.7540983606557377,0.4396423248882266
2023,best_posthoc_normal,edge,"[0.0, 0.02)",938,0.5335552099527596,0.5090715048025614,-0.02810622213607288
2023,best_posthoc_normal,edge,"[0.02, 0.04)",806,0.553815954150157,0.49255583126550867,-0.059666140311301595
2023,best_posthoc_normal,edge,"[0.04, 0.06)",656,0.5733788307174318,0.5335365853658537,0.018569844789357
2023,best_posthoc_normal,edge,"[0.06, 0.08)",539,0.593712125526325,0.49070631970260226,-0.06307977736549164
2023,best_posthoc_normal,edge,"[0.08, 0.1)",437,0.6132483576883073,0.5034324942791762,-0.0389016018306636
2023,best_posthoc_normal,edge,"[0.1, 0.15)",653,0.6456583305438669,0.4885145482388974,-0.06738131699846861
2023,best_posthoc_normal,edge,"[0.15, 1.0)",591,0.7456504740134727,0.5949152542372881,0.1355176126749731
2023,constant14_normal,probability,"[0.5, 0.55)",2810,0.523787037088738,0.5005339978640085,-0.04441928178582983
2023,constant14_normal,probability,"[0.55, 0.6)",1691,0.5721731862107077,0.5088757396449705,-0.028493091769259713
2023,constant14_normal,probability,"[0.6, 0.65)",704,0.6205272527327437,0.4971590909090909,-0.05087809917355371
2023,constant14_normal,probability,"[0.65, 0.7)",300,0.6700458372684414,0.5566666666666666,0.06272727272727273
2023,constant14_normal,probability,"[0.7, 0.75)",119,0.7216613429884106,0.5546218487394958,0.05882352941176466
2023,constant14_normal,probability,"[0.75, 0.8)",69,0.7736657927893568,0.5882352941176471,0.1212121212121212
2023,constant14_normal,probability,"[0.8, 0.85)",30,0.8197449831168849,0.6,0.14545454545454548
2023,constant14_normal,probability,"[0.85, 1.01)",50,0.9087169595827308,0.78,0.4890909090909091
2023,constant14_normal,edge,"[0.0, 0.02)",1071,0.533834131770569,0.5112149532710281,-0.02402172990408284
2023,constant14_normal,edge,"[0.02, 0.04)",873,0.5534887764490746,0.5063001145475372,-0.03342705404561074
2023,constant14_normal,edge,"[0.04, 0.06)",658,0.573475622048164,0.5151975683890577,-0.01644100580270794
2023,constant14_normal,edge,"[0.06, 0.08)",536,0.5930856823958027,0.491588785046729,-0.06139755766621438
2023,constant14_normal,edge,"[0.08, 0.1)",323,0.6129699251292413,0.48606811145510836,-0.07205178722206586
2023,constant14_normal,edge,"[0.1, 0.15)",473,0.6457037700825377,0.53276955602537,0.017105516048433606
2023,constant14_normal,edge,"[0.15, 1.0)",380,0.7525605473311455,0.5989445910290238,0.14306220095693778
2023,logistic_raw_z,probability,"[0.5, 0.55)",4808,0.5170852329118302,0.5061394380853278,-0.0337127514748147
2023,logistic_raw_z,probability,"[0.55, 0.6)",224,0.5647910213221747,0.5803571428571429,0.10795454545454544
2023,logistic_raw_z,probability,"[0.6, 0.65)",16,0.6142438011221756,0.625,0.19318181818181815
2023,logistic_raw_z,probability,"[0.65, 0.7)",1,0.6591107127634209,1.0,0.9090909090909091
2023,logistic_raw_z,probability,"[0.7, 0.75)",1,0.7163838571296294,1.0,0.9090909090909091
2023,logistic_raw_z,probability,"[0.75, 0.8)",1,0.7956348433261864,1.0,0.9090909090909091
2023,logistic_raw_z,edge,"[0.0, 0.02)",1108,0.5314285847708412,0.5022583559168925,-0.04110600590744995
2023,logistic_raw_z,edge,"[0.02, 0.04)",227,0.551924137204417,0.5374449339207048,0.026031237484981973
2023,logistic_raw_z,edge,"[0.04, 0.06)",74,0.571931966025723,0.6351351351351351,0.2125307125307125
2023,logistic_raw_z,edge,"[0.06, 0.08)",25,0.5907278749125564,0.76,0.4509090909090909
2023,logistic_raw_z,edge,"[0.08, 0.1)",12,0.6142156947536236,0.5833333333333334,0.1136363636363636
2023,logistic_raw_z,edge,"[0.1, 0.15)",3,0.6373238497164766,0.6666666666666666,0.2727272727272727
2023,logistic_raw_z,edge,"[0.15, 1.0)",2,0.7560093502279079,1.0,0.9090909090909091
2023,isotonic_raw_z,probability,"[0.5, 0.55)",4114,0.5153799939392241,0.5093605640651593,-0.027577672691916733
2023,isotonic_raw_z,probability,"[0.55, 0.6)",577,0.5598060737462636,0.5364583333333334,0.024105876792185274
2023,isotonic_raw_z,probability,"[0.6, 0.65)",21,0.6196062002513616,0.6190476190476191,0.18181818181818182
2023,isotonic_raw_z,probability,"[0.65, 0.7)",2,0.6666666666666667,0.5,-0.04545454545454547
2023,isotonic_raw_z,probability,"[0.7, 0.75)",4,0.7272727272727273,0.75,0.43181818181818177
2023,isotonic_raw_z,probability,"[0.8, 0.85)",10,0.8181818181818181,0.7,0.3363636363636363
2023,isotonic_raw_z,probability,"[0.85, 1.01)",5,0.9333329333333331,0.4,-0.2363636363636364
2023,isotonic_raw_z,edge,"[0.0, 0.02)",943,0.5360883610248287,0.5174973488865323,-0.012050515762074613
2023,isotonic_raw_z,edge,"[0.02, 0.04)",813,0.556671471195861,0.5197044334975369,-0.007827351000782731
