option,cover_logloss,cover_brier,pick_prob_mean,pick_prob_std,pick_prob_edge_mean,prob80_winrate,prob80_roi,prob85_winrate,prob85_roi,edge10_roi,edge15_roi,top100_roi,top200_roi,top500_roi,top100_winrate,top200_winrate,top500_winrate,top100_avg_prob,top200_avg_prob,top500_avg_prob,top100_overlap_vs_raw,top200_overlap_vs_raw,top500_overlap_vs_raw,top100_overlap_vs_best,top200_overlap_vs_best,top500_overlap_vs_best,top100_churn_vs_raw,top200_churn_vs_raw,top500_churn_vs_raw,top100_churn_vs_best,top200_churn_vs_best,top500_churn_vs_best
isotonic_best_posthoc_z,0.6931751236565507,0.24992397715510944,0.5150492094553618,0.026976215252688108,-0.008760314354161936,0.6805555555555555,0.29924242424242425,0.5111111111111111,-0.024242424242424326,0.15611921927202382,0.3097288676236044,0.05981818181818179,0.052181818181818176,0.016254545454545462,0.5558350515463917,0.5515733770895294,0.5323637461779933,0.6412195827334852,0.6066804587521967,0.5715558066032582,84.2,143.4,342.8,86.4,145.2,346.4,31.6,113.2,314.4,27.2,109.6,307.2
logistic_best_posthoc_z,0.6928158895939346,0.2498379455169914,0.5154209964003916,0.015113560079294184,-0.00838852740913222,,,,,0.5454545454545454,0.5909090909090909,0.07127272727272727,0.0520909090909091,0.03807272727272727,0.561958762886598,0.5513446930081882,0.5439466367516567,0.5809713128090499,0.5664415895511097,0.5498929859908103,91.0,179.8,446.4,97.6,191.2,464.6,18.0,40.4,107.2,4.8,17.6,70.8
best_posthoc_normal,0.7115194151740856,0.2579198421958716,0.5782955984689294,0.06838903990074899,0.05448607465940557,0.580195648622249,0.10268756059288879,0.6274314411797187,0.19782366043400842,0.020408473536197413,0.05248024583638542,0.0789090909090909,0.044454545454545455,0.023927272727272728,0.565958762886598,0.5473294645817923,0.5364864997695598,0.8474993564567923,0.800486368088522,0.737225805146248,93.2,185.8,468.6,100.0,200.0,500.0,13.6,28.4,62.8,0.0,0.0,0.0
constant14_normal,0.7073367664552931,0.2561559043980621,0.5695258538755512,0.06372023164356884,0.045716330066027475,0.5764631512765841,0.0987754409769335,0.6084878724878725,0.15661005573200698,0.017526211794527676,0.0457418109116154,0.08854545454545454,0.04263636363636364,0.03385454545454546,0.5712706445902322,0.5464956490394339,0.5417286012186645,0.8346992777201605,0.7857532921203261,0.7201889520424818,76.2,156.4,403.8,81.8,169.0,432.0,47.6,87.2,192.4,36.4,62.0,136.0
isotonic_raw_z,0.6931837260243862,0.24999517780291397,0.5153119269156251,0.024525367722524106,-0.008497596893898632,0.6703703703703703,0.2797979797979798,0.4,-0.2363636363636364,0.21170399648660512,0.18416545315858815,0.021636363636363613,0.034999999999999996,0.026218181818181828,0.5355592661306947,0.5423459080601938,0.5376910290627337,0.6204926584869751,0.5949996922720302,0.5673987935036507,57.2,149.2,372.6,56.2,142.0,363.8,85.6,101.6,254.8,87.6,116.0,272.4
raw_mlp_normal,0.7106187008303226,0.25753436449279155,0.5753749483402826,0.06587153054444324,0.05156542453075873,0.5778983763316647,0.09934204133537246,0.6213787716043356,0.18626856397191324,0.013220232741544722,0.04898235771990152,0.04836363636363632,0.025454545454545462,0.026254545454545454,0.5495876288659793,0.537214405360134,0.5377041162884308,0.8351812209199952,0.7891750139962631,0.7279205883465958,100.0,200.0,500.0,93.2,185.8,468.6,0.0,0.0,0.0,13.6,28.4,62.8
logistic_raw_z,0.6928827688253504,0.24987014758263876,0.5148568553441015,0.014459461424454765,-0.008952668465422291,,,,,0.5804545454545454,0.5909090909090909,0.029272727272727266,0.021636363636363645,0.03810909090909091,0.5395876288659794,0.5352093802345059,0.5440161069993575,0.5770485981632849,0.5634710040013988,0.5478305373446682,95.8,190.8,463.8,92.6,182.6,447.0,8.4,18.4,72.4,14.8,34.8,106.0
