season,option,bucket_kind,bucket,n,avg_pick_prob,win_rate,roi
2020,raw,probability,"[0.5, 0.55)",3520,0.5224481459287363,0.4921829762594094,-0.059245867768595036
2020,raw,probability,"[0.55, 0.6)",1306,0.5699498402345181,0.5085669781931464,-0.0286092162049283
2020,raw,probability,"[0.6, 0.65)",286,0.6199353986721737,0.5642857142857143,0.07565162110616656
2020,raw,probability,"[0.65, 0.7)",101,0.6679119351056799,0.47474747474747475,-0.0918091809180918
2020,raw,probability,"[0.7, 0.75)",41,0.7257990705679734,0.5384615384615384,0.026607538802660764
2020,raw,probability,"[0.75, 0.8)",20,0.7690571856780997,0.65,0.24090909090909088
2020,raw,probability,"[0.8, 0.85)",23,0.8210381190522519,0.8571428571428571,0.5810276679841895
2020,raw,probability,"[0.85, 1.01)",29,0.9132387062107354,0.8275862068965517,0.5799373040752349
2020,raw,edge,"[0.0, 0.02)",1287,0.5329884449401737,0.48415213946117275,-0.07423889242071059
2020,raw,edge,"[0.02, 0.04)",809,0.5529045294379551,0.5226130653266332,-0.0022474435329812295
2020,raw,edge,"[0.04, 0.06)",560,0.5728638810168079,0.5027322404371585,-0.03944805194805195
2020,raw,edge,"[0.06, 0.08)",282,0.5930738936546788,0.5035971223021583,-0.038039974210186976
2020,raw,edge,"[0.08, 0.1)",139,0.6129918681644858,0.5808823529411765,0.1066056245912361
2020,raw,edge,"[0.1, 0.15)",173,0.6456628038843814,0.5207100591715976,-0.005780346820809248
2020,raw,edge,"[0.15, 1.0)",146,0.7745546121384864,0.6524822695035462,0.23723536737235365
2020,const,probability,"[0.5, 0.55)",2524,0.5239955046749564,0.494758064516129,-0.05449502953464917
2020,const,probability,"[0.55, 0.6)",1581,0.5716987164549084,0.49032258064516127,-0.06267609683169453
2020,const,probability,"[0.6, 0.65)",673,0.6216121703255757,0.5037821482602118,-0.037552343644468446
2020,const,probability,"[0.65, 0.7)",281,0.6732714849740677,0.5563636363636364,0.06082174053704301
2020,const,probability,"[0.7, 0.75)",104,0.7226227845577243,0.5294117647058824,0.01048951048951048
2020,const,probability,"[0.75, 0.8)",59,0.7745043619562342,0.5689655172413793,0.08474576271186442
2020,const,probability,"[0.8, 0.85)",35,0.818378357834194,0.5428571428571428,0.036363636363636355
2020,const,probability,"[0.85, 1.01)",69,0.9262999049824001,0.8461538461538461,0.579710144927536
2020,const,edge,"[0.0, 0.02)",929,0.5334604898246577,0.5043572984749455,-0.03669634993639299
2020,const,edge,"[0.02, 0.04)",877,0.5532585353989926,0.47435897435897434,-0.09236031927023945
2020,const,edge,"[0.04, 0.06)",614,0.57310892814209,0.5165562913907285,-0.013621557595498966
2020,const,edge,"[0.06, 0.08)",465,0.5932232038029421,0.48464912280701755,-0.07331378299120235
2020,const,edge,"[0.08, 0.1)",317,0.6131570745234972,0.4887459807073955,-0.06567249784915401
2020,const,edge,"[0.1, 0.15)",429,0.6449410072667607,0.5274463007159904,0.0067810976901886
2020,const,edge,"[0.15, 1.0)",401,0.761457718267021,0.5943877551020408,0.13171616413511675
2020,cap,probability,"[0.5, 0.55)",2928,0.523830656484268,0.4906054279749478,-0.06222056631892697
2020,cap,probability,"[0.55, 0.6)",1497,0.5711911893400989,0.49796195652173914,-0.048521284994230876
2020,cap,probability,"[0.6, 0.65)",516,0.6208658258630404,0.5376984126984127,0.025898520084566584
2020,cap,probability,"[0.65, 0.7)",193,0.6684553515146783,0.5238095238095238,9.203921447669692e-18
2020,cap,probability,"[0.7, 0.75)",73,0.7222654290974625,0.5,-0.04483188044831878
2020,cap,probability,"[0.75, 0.8)",45,0.7687341115246735,0.5777777777777777,0.10303030303030304
2020,cap,probability,"[0.8, 0.85)",26,0.8225300952640898,0.8636363636363636,0.5489510489510488
2020,cap,probability,"[0.85, 1.01)",48,0.9239287723648667,0.8333333333333334,0.5909090909090909
2020,cap,edge,"[0.0, 0.02)",1106,0.5337951351848964,0.49171270718232046,-0.060167680420844964
2020,cap,edge,"[0.02, 0.04)",858,0.5531252393061417,0.4958579881656805,-0.05255350709896164
2020,cap,edge,"[0.04, 0.06)",614,0.5733616379513355,0.49833333333333335,-0.04752739117559964
2020,cap,edge,"[0.06, 0.08)",386,0.5930427596454854,0.48548812664907653,-0.07183231276495525
2020,cap,edge,"[0.08, 0.1)",269,0.613356995583407,0.5171102661596958,-0.012504224400135187
2020,cap,edge,"[0.1, 0.15)",328,0.6463621876823676,0.5389408099688473,0.028270509977827055
2020,cap,edge,"[0.15, 1.0)",250,0.7716624928046376,0.6311475409836066,0.2
2020,scale,probability,"[0.5, 0.55)",3520,0.5224481459287363,0.4921829762594094,-0.059245867768595036
2020,scale,probability,"[0.55, 0.6)",1306,0.5699498402345181,0.5085669781931464,-0.0286092162049283
2020,scale,probability,"[0.6, 0.65)",286,0.6199353986721737,0.5642857142857143,0.07565162110616656
2020,scale,probability,"[0.65, 0.7)",101,0.6679119351056799,0.47474747474747475,-0.0918091809180918
2020,scale,probability,"[0.7, 0.75)",41,0.7257990705679734,0.5384615384615384,0.026607538802660764
2020,scale,probability,"[0.75, 0.8)",20,0.7690571856780997,0.65,0.24090909090909088
2020,scale,probability,"[0.8, 0.85)",23,0.8210381190522519,0.8571428571428571,0.5810276679841895
2020,scale,probability,"[0.85, 1.01)",29,0.9132387062107354,0.8275862068965517,0.5799373040752349
2020,scale,edge,"[0.0, 0.02)",1287,0.5329884449401737,0.48415213946117275,-0.07423889242071059
2020,scale,edge,"[0.02, 0.04)",809,0.5529045294379551,0.5226130653266332,-0.0022474435329812295
2020,scale,edge,"[0.04, 0.06)",560,0.5728638810168079,0.5027322404371585,-0.03944805194805195
2020,scale,edge,"[0.06, 0.08)",282,0.5930738936546788,0.5035971223021583,-0.038039974210186976
2020,scale,edge,"[0.08, 0.1)",139,0.6129918681644858,0.5808823529411765,0.1066056245912361
2020,scale,edge,"[0.1, 0.15)",173,0.6456628038843814,0.5207100591715976,-0.005780346820809248
2020,scale,edge,"[0.15, 1.0)",146,0.7745546121384864,0.6524822695035462,0.23723536737235365
2020,affine,probability,"[0.5, 0.55)",3756,0.5218626798883983,0.4940314704286489,-0.055789524639364894
2020,affine,probability,"[0.55, 0.6)",1187,0.5687645108154223,0.5145797598627787,-0.017308723290189173
2020,affine,probability,"[0.6, 0.65)",223,0.621364226044437,0.5205479452054794,-0.006114961271911943
2020,affine,probability,"[0.65, 0.7)",65,0.669767296511828,0.49206349206349204,-0.05874125874125873
2020,affine,probability,"[0.7, 0.75)",36,0.7181394864702075,0.6,0.1414141414141414
2020,affine,probability,"[0.75, 0.8)",23,0.7736519871161187,0.8095238095238095,0.49802371541501955
2020,affine,probability,"[0.8, 0.85)",16,0.8244014121552373,0.6875,0.3125
