season,family,selected_label,gaussian_nll,cover_logloss,cover_brier,mean_sigma,std_sigma,mean_abs_z,cov1,cov2,pick_prob_mean,pick_prob_edge_mean,pick_prob_85_plus_n,pick_prob_85_plus_roi,edge_15_plus_n,edge_15_plus_roi,top100_roi,top100_winrate,top100_avg_prob,top200_roi,top200_winrate,top200_avg_prob,top500_roi,top500_winrate,top500_avg_prob,sigma_const,cap_max,scale,affine_a,affine_b,shrink_alpha,shrink_target,top200_overlap_vs_raw,top200_churn_vs_raw
2019,raw,raw,3.927023859201534,0.7094175221417105,0.25660843407084327,12.501357875230745,5.619615163947578,0.8026304155134796,0.687533826447772,0.938841782428288,0.5780809388569537,0.05427141504742981,32,-0.13352272727272727,493,0.05439793472247833,0.15727272727272726,0.6105263157894737,0.8348072281424045,0.09454545454545453,0.5751295336787565,0.790547215368838,0.043454545454545454,0.5471311475409836,0.7341961543282792,,,,,,,,,
2019,const,const_14.00,3.8934989790235615,0.7025156245931337,0.2542063528895582,14.0,0.0,0.6445884025478367,0.7833303265379759,0.9808767815262494,0.5648283773352225,0.04101885352569864,22,0.3471074380165289,256,0.09055397727272728,0.0709090909090909,0.5625,0.8010512720895018,0.06136363636363635,0.5572916666666666,0.7525816933612706,0.055272727272727265,0.5537190082644629,0.6967607138686612,14.0,,,,,,,,
2019,cap,cap_17.00,3.8940473336972454,0.7103910792878635,0.25707776746260136,11.374816218976099,2.6440290143037832,0.825947892286984,0.6741836550604365,0.937398520656684,0.5808677854152411,0.057058261605717205,36,-0.01767676767676768,516,0.050035236081747717,0.16636363636363632,0.6145833333333334,0.842941392616587,0.12772727272727272,0.5927835051546392,0.797731345315239,0.043454545454545454,0.5471311475409836,0.7393689415944975,,17.0,,,,,,,
2019,scale,scale_1.000,3.927023859201534,0.7094175221417105,0.25660843407084327,12.501357875230745,5.619615163947578,0.8026304155134796,0.687533826447772,0.938841782428288,0.5780809388569537,0.05427141504742981,32,-0.13352272727272727,493,0.05439793472247833,0.15727272727272726,0.6105263157894737,0.8348072281424045,0.09454545454545453,0.5751295336787565,0.790547215368838,0.043454545454545454,0.5471311475409836,0.7341961543282792,,,1.0,,,,,,
2019,affine,affine_a3.00_b1.000,3.9359778185737055,0.7014993011106316,0.2536013157769352,15.294840022026364,4.993855161125931,0.627354999421339,0.7972217210896626,0.9805159660833483,0.5620783799626325,0.03826885615310874,13,-0.04195804195804193,234,0.1111111111111111,0.15727272727272726,0.6105263157894737,0.7767903072593669,0.12772727272727272,0.5927835051546392,0.7370926256548461,0.05872727272727273,0.555327868852459,0.6878991046016365,,,,3.0,1.0000000000000002,,,,
2019,shrink,shrink_alpha0.25_to_14.00,3.8847214282134637,0.7029120197487251,0.25432822410197164,13.625339468807686,1.4049037909868944,0.6658651592343691,0.7674544470503337,0.9785314811473931,0.5664633048432313,0.042653781033707476,15,0.08484848484848483,273,0.05394605394605394,0.1,0.5789473684210527,0.7955987836702936,0.12772727272727274,0.5927835051546392,0.7522983948477535,0.05527272727272728,0.5537190082644629,0.6987125467419212,,,,,,0.25,14.0,,
2020,raw,raw,4.158834664285315,0.6968915019566769,0.2517587174468212,22.443299540442002,5.512093620249977,0.4310030033885599,0.9194517461509576,0.9969958693203155,0.5479983663737346,0.024188842564210725,29,0.5799373040752349,146,0.23723536737235365,0.3663636363636363,0.7216494845360825,0.8131013129094136,0.14681818181818182,0.6030927835051546,0.7442140529052917,0.0969090909090909,0.5758196721311475,0.6705346685821548,,,,,,,,200.0,0.0
2020,const,const_14.00,3.902160723768998,0.7052076737964973,0.25542735851144366,14.0,0.0,0.6499398995088214,0.7833270747277506,0.98028539241457,0.5721669292788264,0.04835740546930253,69,0.579710144927536,401,0.13171616413511675,0.4145454545454544,0.75,0.8935530515486358,0.23727272727272727,0.6512820512820513,0.8279925808158451,0.11581818181818183,0.5857142857142857,0.7424415560717469,14.0,,,,,,,153.0,94.0
2020,cap,cap_17.00,3.9744471241768675,0.7003326112020724,0.2534231061077575,16.623620673046048,0.9769989179528814,0.5493580200384484,0.8522343221930154,0.9923019151333083,0.5616374007714668,0.0378278769619429,48,0.5909090909090909,250,0.2,0.47181818181818164,0.78125,0.8598315970920467,0.2181818181818182,0.6410256410256411,0.7931732846559784,0.10054545454545455,0.5775510204081633,0.7117267894019753,,17.0,,,,,,158.0,84.0
2020,scale,scale_1.000,4.158834664285315,0.6968915019566769,0.2517587174468212,22.443299540442002,5.512093620249977,0.4310030033885599,0.9194517461509576,0.9969958693203155,0.5479983663737346,0.024188842564210725,29,0.5799373040752349,146,0.23723536737235365,0.3663636363636363,0.7216494845360825,0.8131013129094136,0.14681818181818182,0.6030927835051546,0.7442140529052917,0.0969090909090909,0.5758196721311475,0.6705346685821548,,,1.0,,,,,200.0,0.0
