family,gaussian_nll,cover_logloss,cover_brier,mean_sigma,std_sigma,mean_abs_z,cov1,cov2,pick_prob_mean,pick_prob_edge_mean,pick_prob_85_plus_roi,edge_15_plus_roi,top100_roi,top200_roi,top500_roi,top100_winrate,top200_winrate,top500_winrate,top100_avg_prob,top200_avg_prob,top500_avg_prob,top200_overlap_vs_raw,top200_churn_vs_raw,season_wins_vs_raw_top200_roi
cap,3.901993467357655,0.7115934328520493,0.25795629078462073,12.587119526574808,1.608042249093387,0.7526021443649439,0.7208480151622166,0.9549818692686728,0.5782955984689294,0.05448607465940557,0.19782366043400842,0.05248024583638542,0.0789090909090909,0.044454545454545455,0.023927272727272728,0.565958762886598,0.5473294645817923,0.5364864997695598,0.8474993564567923,0.800486368088522,0.737225805146248,185.8,28.4,2
const,3.9008218937656403,0.7074343616068484,0.25620079918618177,14.0,0.0,0.6513283146234821,0.7827495927823304,0.9807181613480646,0.5695258538859653,0.045716330076441415,0.15661005573200698,0.0457418109116154,0.08854545454545454,0.04263636363636364,0.03385454545454546,0.5712706445902322,0.5464956490394339,0.5417286012186645,0.8346992783213565,0.7857532924209243,0.7201889521627209,156.4,87.2,2
shrink,3.8982650837045534,0.7077167049787885,0.25637158688431444,13.7695968300265,0.8032917027200124,0.6678942030896465,0.7696989545908298,0.9776224878023967,0.570745144838158,0.04693562102863416,0.12578978938949606,0.03609260893702247,0.09036363636363638,0.041636363636363645,0.033090909090909094,0.5717731958762886,0.5459830370124735,0.5413050132719801,0.831216198104693,0.7835710041630171,0.7199600791919665,170.4,59.2,2
raw,3.939575098361858,0.7106684453306831,0.2575587801035396,13.793885886914499,2.6982389506034314,0.7275164674434376,0.7350879423595054,0.9560647577045971,0.5753749483402826,0.05156542453075873,0.18626856397191324,0.04898235771990152,0.04836363636363632,0.025454545454545462,0.026254545454545454,0.5495876288659793,0.537214405360134,0.5377041162884308,0.8351812209199952,0.7891750139962631,0.7279205883465958,200.0,0.0,0
scale,3.939575098361858,0.7106684453306831,0.2575587801035396,13.793885886914499,2.6982389506034314,0.7275164674434376,0.7350879423595054,0.9560647577045971,0.5753749483402826,0.05156542453075873,0.18626856397191324,0.04898235771990152,0.04836363636363632,0.025454545454545462,0.026254545454545454,0.5495876288659793,0.537214405360134,0.5377041162884308,0.8351812209199952,0.7891750139962631,0.7279205883465958,200.0,0.0,0
affine,3.9800682532657907,0.7033772705913378,0.2546219212436058,16.645828835263544,2.503356199376887,0.5817284951935664,0.8255845778821517,0.9862414714052944,0.5613323078476533,0.037522784038129475,0.15183106367316887,0.0636625882969655,0.0636363636363636,0.021636363636363648,0.03770909090909091,0.5575876288659793,0.5353225099858265,0.5437618833044151,0.7895254724936998,0.7457898307137638,0.6899887467492619,190.4,19.2,2
