season,group,family,slice,bets,wins,losses,pushes,win_rate,roi_per_1_at_minus_110,p_value_gt_breakeven,avg_pick_prob_edge,avg_filter_score,avg_abs_he_vs_market_edge,new_transient_rate,persistent_rate,neutral_rate
2024,ncaa_caution,core_strategy,march_only,8,3,5,0,0.375,-0.28409090909090906,0.8845142838538553,0.09148897724798165,0.5923632613824757,5.177134145358009,0.0,0.625,1.0
2024,ncaa_caution,core_strategy,conference_tournaments,0,0,0,0,,,,,,,,,
2024,ncaa_caution,core_strategy,ncaa_tournament,8,3,5,0,0.375,-0.28409090909090906,0.8845142838538553,0.09148897724798165,0.5923632613824757,5.177134145358009,0.0,0.625,1.0
2025,ncaa_caution,core_strategy,full,7,2,5,0,0.2857142857142857,-0.45454545454545453,0.9516958783427183,0.1776978287524491,0.6047113730563834,6.849777027739731,0.0,1.0,1.0
2025,ncaa_caution,core_strategy,feb15_plus,7,2,5,0,0.2857142857142857,-0.45454545454545453,0.9516958783427183,0.1776978287524491,0.6047113730563834,6.849777027739731,0.0,1.0,1.0
2025,ncaa_caution,core_strategy,march_only,7,2,5,0,0.2857142857142857,-0.45454545454545453,0.9516958783427183,0.1776978287524491,0.6047113730563834,6.849777027739731,0.0,1.0,1.0
2025,ncaa_caution,core_strategy,conference_tournaments,0,0,0,0,,,,,,,,,
2025,ncaa_caution,core_strategy,ncaa_tournament,7,2,5,0,0.2857142857142857,-0.45454545454545453,0.9516958783427183,0.1776978287524491,0.6047113730563834,6.849777027739731,0.0,1.0,1.0
2020,disagreement_led,disagreement_subgroup,full,249,131,118,0,0.5261044176706827,0.004381161007667035,0.4967878971352562,0.03106379352082767,0.6053038184261337,5.832601959647595,0.008032128514056224,0.40963855421686746,0.12048192771084337
2020,disagreement_led,disagreement_subgroup,feb15_plus,70,40,30,0,0.5714285714285714,0.0909090909090909,0.24933816311533766,0.030477095672718096,0.5961963877602526,4.178079156667377,0.0,0.37142857142857144,0.12857142857142856
2020,disagreement_led,disagreement_subgroup,march_only,22,16,6,0,0.7272727272727273,0.3884297520661157,0.04301449337543696,0.030458297038697645,0.5964921026677558,4.268474949822649,0.0,0.5909090909090909,0.4090909090909091
2020,disagreement_led,disagreement_subgroup,conference_tournaments,11,8,3,0,0.7272727272727273,0.3884297520661157,0.14695878542737367,0.03612174754393189,0.5988000355211326,3.7112443184577915,0.0,0.8181818181818182,0.8181818181818182
2020,disagreement_led,disagreement_subgroup,ncaa_tournament,0,0,0,0,,,,,,,,,
2022,disagreement_led,disagreement_subgroup,full,233,142,91,0,0.6094420600858369,0.16348029652750684,0.005194899720663566,0.03943215250680207,0.5993975171627662,6.332558283750632,0.04291845493562232,0.5321888412017167,0.296137339055794
