gameId,game_date,homeTeamId,awayTeamId,homeTeam,awayTeam,home_team_name,away_team_name,homeScore,awayScore,actual_margin,he_pred_margin,he_pred_sigma,he_home_win_prob,torvik_pred_margin,torvik_pred_sigma,torvik_home_win_prob,book_spread
1655,2024-12-04,314,20,UConn,Baylor,Connecticut,Baylor,76.0,72.0,4.0,6.35535,11.45003,0.7046471,4.3141675,8.221175,0.700125975773277,-3.5
1662,2024-12-04,89,86,Florida International,Florida Atlantic,FIU,Florida Atlantic,77.0,88.0,-11.0,-0.45460176,10.634251,0.5676728,-7.353831,10.857833,0.24911306139046274,9.5
1663,2024-12-04,306,58,UAlbany,Columbia,Albany,Columbia,88.0,73.0,15.0,-9.584206,11.040624,0.15450159,-3.4070437,10.072069,0.3675811764546506,5.5
1664,2024-12-04,160,216,Maryland,Ohio State,Maryland,Ohio St.,83.0,59.0,24.0,10.886822,11.507196,0.8300793,6.4295664,11.10923,0.718624088230154,-5.5
1716,2024-12-05,226,236,Penn State,Purdue,Penn St.,Purdue,81.0,70.0,11.0,2.8120484,10.724908,0.6261354,2.8591325,9.2720375,0.6210960806714773,-2.5
1719,2024-12-05,275,6,Southern Miss,Alabama State,Southern Miss,Alabama St.,81.0,64.0,17.0,1.3635352,11.5096,0.5224803,1.897925,10.512053,0.5716386287243299,-4.5
1717,2024-12-05,143,272,Lipscomb,Southeast Missouri State,Lipscomb,Southeast Missouri St.,78.0,60.0,18.0,10.910443,11.455064,0.86414355,15.614945,11.046365,0.9212577198217906,-16.5
1718,2024-12-05,69,237,Detroit Mercy,Purdue Fort Wayne,Detroit Mercy,Purdue Fort Wayne,79.0,78.0,1.0,-3.0616083,12.810461,0.55224395,-7.110107,11.153478,0.26190645357404246,7.5
1745,2024-12-06,73,66,Duquesne,Delaware,Duquesne,Delaware,80.0,66.0,14.0,4.272723,11.779285,0.6709221,3.9997315,10.224685,0.6521693338479471,-3.5
1746,2024-12-06,31,30,Bryant,Brown,Bryant,Brown,75.0,76.0,-1.0,6.401492,11.736216,0.6603454,4.7251067,10.991499,0.6663612251320472,-5.5
1747,2024-12-06,194,264,Niagara,Siena,Niagara,Siena,69.0,68.0,1.0,4.1582675,9.948663,0.68032056,2.3382676,10.322669,0.5896006150946399,-2.5
1807,2024-12-07,95,303,George Mason,Tulane,George Mason,Tulane,76.0,64.0,12.0,16.965714,13.858683,0.8520997,13.336383,11.20362,0.8830482847450715,-12.5
1823,2024-12-07,129,332,James Madison,Utah Valley,James Madison,Utah Valley,78.0,61.0,17.0,2.8346105,10.828479,0.722942,8.0122595,9.428196,0.8022871267670255,-6.5
1825,2024-12-07,185,90,NC State,Florida State,N.C. State,Florida St.,84.0,74.0,10.0,1.7459812,10.211903,0.5727089,5.268518,10.852685,0.6863240941911463,-4.5
1826,2024-12-07,40,281,California,Stanford,California,Stanford,81.0,89.0,-8.0,3.0058026,10.881832,0.6132992,3.0399086,9.042411,0.6316337266601884,-1.5
1824,2024-12-07,327,262,UTEP,Seattle U,UTEP,Seattle,88.0,72.0,16.0,6.3366795,9.927358,0.7151613,1.8551733,7.4748793,0.5980054258638632,-3.5
1822,2024-12-07,22,171,Belmont,Middle Tennessee,Belmont,Middle Tennessee,82.0,79.0,3.0,1.4436417,12.087954,0.63955563,1.4987701,10.610511,0.5561650953612515,-3.5
1813,2024-12-07,273,365,Southern Illinois,Southern Indiana,Southern Illinois,Southern Indiana,73.0,70.0,3.0,4.4106016,9.690503,0.68655133,10.458895,12.104238,0.8062249773264727,-9.5
1817,2024-12-07,165,138,Mercyhurst,Lafayette,Mercyhurst,Lafayette,73.0,77.0,-4.0,-2.8619514,10.141593,0.5078997,-2.6413352,9.554138,0.391097462724211,2.5
1816,2024-12-07,304,274,Tulsa,Southern,Tulsa,Southern,66.0,70.0,-4.0,0.7767725,12.891871,0.5975065,5.925459,8.5997925,0.7545957626776347,-6.5
1834,2024-12-07,145,108,Long Beach State,Hawai'i,Long Beach St.,Hawaii,76.0,68.0,8.0,-5.277146,10.126615,0.29055184,-3.8873527,8.23362,0.3184163954696178,5.5
1819,2024-12-07,280,179,St. Thomas-Minnesota,Montana,St. Thomas,Montana,88.0,81.0,7.0,9.66743,11.593978,0.8167595,5.8564396,8.577971,0.7526113095522089,-5.5
1820,2024-12-07,348,268,Western Carolina,South Carolina Upstate,Western Carolina,USC Upstate,68.0,74.0,-6.0,4.581953,12.17396,0.69524384,8.848629,10.70556,0.7957525606880073,-8.5
1821,2024-12-07,105,53,Green Bay,Cleveland State,Green Bay,Cleveland St.,61.0,83.0,-22.0,2.5660343,11.450963,0.6376663,2.6251955,11.533878,0.5900242488435969,-2.5
1812,2024-12-07,248,339,SMU,Virginia,SMU,Virginia,63.0,51.0,12.0,11.758963,14.857738,0.7499905,9.004154,9.582529,0.8262996003888516,-10.5
1806,2024-12-07,64,141,Dayton,Lehigh,Dayton,Lehigh,86.0,62.0,24.0,21.28881,12.700914,0.9634321,21.48514,11.330096,0.9710390942374205,-22.5
1815,2024-12-07,2,285,Air Force,Stony Brook,Stony Brook,Air Force,69.0,61.0,8.0,2.7991014,10.511877,0.46086988,-5.76928,10.104959,0.28402166935787077,-5.5
1833,2024-12-07,61,322,Creighton,UNLV,Creighton,UNLV,83.0,65.0,18.0,11.160668,11.194955,0.89033717,10.1457,9.121046,0.8670039238010967,-10.5
1831,2024-12-07,277,33,St. Bonaventure,Buffalo,St. Bonaventure,Buffalo,65.0,55.0,10.0,18.998833,11.964307,0.94572496,18.305204,10.763996,0.9554905307238062,-17.5
1827,2024-12-07,25,344,Boise State,Washington State,Washington St.,Boise St.,69.0,74.0,-5.0,7.8908,12.764299,0.6975806,-3.8803003,10.362939,0.3540384395634826,-8.5
1845,2024-12-07,140,24,Le Moyne,Binghamton,Le Moyne,Binghamton,62.0,72.0,-10.0,3.6079931,11.339496,0.728425,4.576993,9.732558,0.680921233417274,-1.5
1846,2024-12-07,209,208,Northern Iowa,Northern Illinois,Northern Iowa,Northern Illinois,101.0,57.0,44.0,15.166852,11.63921,0.89905804,14.415724,11.415294,0.8966772089179327,-18.5
1844,2024-12-07,343,323,Washington,USC,Washington,USC,61.0,85.0,-24.0,9.162424,11.24045,0.84712243,4.8067603,10.316502,0.6793669540420385,-4.5
1766,2024-12-07,113,34,Houston,Butler,Houston,Butler,79.0,51.0,28.0,11.463204,12.088371,0.78706574,12.368617,11.547409,0.8579414108717444,-17.5
1842,2024-12-07,255,296,Sam Houston,Texas Southern,Sam Houston St.,Texas Southern,87.0,71.0,16.0,11.893566,10.748109,0.83413744,10.643702,10.482855,0.8450290127749719,-11.5
1843,2024-12-07,326,139,UT Rio Grande Valley,Lamar,UT Rio Grande Valley,Lamar,52.0,84.0,-32.0,13.114999,13.169943,0.8275618,11.068925,10.907308,0.8449035567368277,-6.5
1832,2024-12-07,219,96,Old Dominion,George Washington,Old Dominion,George Washington,70.0,78.0,-8.0,-9.773267,11.08883,0.17547296,-5.0866637,9.39925,0.2941925770191879,8.5
1840,2024-12-07,224,117,Oregon State,Idaho,Oregon St.,Idaho,78.0,62.0,16.0,16.005686,12.411996,0.90725815,12.8972025,10.059601,0.9000925286589809,-14.5
1841,2024-12-07,231,68,Portland State,Denver,Portland St.,Denver,67.0,68.0,-1.0,7.928993,10.290355,0.7218633,7.0281734,8.153628,0.8056476567855844,-8.5
1835,2024-12-07,289,338,Temple,Villanova,Villanova,Temple,65.0,94.0,-29.0,-2.6469092,11.269634,0.4320983,11.077422,9.913432,0.8680916350042852,9.5
1836,2024-12-07,112,211,Houston Christian,Northwestern State,Houston Christian,Northwestern St.,57.0,64.0,-7.0,-5.5536537,11.823583,0.30803514,0.9356124,10.787481,0.5345574547730966,3.5
1837,2024-12-07,294,282,Texas A&M-Corpus Christi,Stephen F. Austin,Texas A&M Corpus Chris,Stephen F. Austin,67.0,48.0,19.0,5.030304,11.001745,0.69931865,2.9292665,8.669425,0.6322749805848582,-1.5
1828,2024-12-07,215,181,Ohio,Morehead State,Ohio,Morehead St.,88.0,76.0,12.0,14.119112,11.677222,0.8918574,10.387376,10.074414,0.8487448283787252,-13.5
1829,2024-12-07,249,221,Sacramento State,Omaha,Sacramento St.,Nebraska Omaha,60.0,70.0,-10.0,-0.6682343,10.818158,0.5227262,0.06893453,8.969018,0.5030661805623379,-1.5
1839,2024-12-07,228,103,Pepperdine,Grambling,Pepperdine,Grambling St.,85.0,57.0,28.0,-3.1917157,11.082426,0.32604134,3.0486548,10.6433935,0.6127280301342775,-3.5
1804,2024-12-07,195,193,Nicholls,New Orleans,Nicholls St.,New Orleans,73.0,70.0,3.0,9.718813,12.462097,0.7874046,8.687382,9.86696,0.8106926960957888,-11.5
1803,2024-12-07,206,269,Northern Arizona,South Dakota,Northern Arizona,South Dakota,95.0,82.0,13.0,0.026988015,12.204883,0.48381504,1.0522343,9.587994,0.5436941939485997,-0.5
1810,2024-12-07,361,214,Youngstown State,Oakland,Youngstown St.,Oakland,66.0,50.0,16.0,1.226547,11.186555,0.56016487,-1.7687527,8.631498,0.4188179482223778,-2.5
1784,2024-12-07,27,306,Boston University,UAlbany,Boston University,Albany,80.0,74.0,6.0,0.81125575,10.509913,0.48313692,1.7591065,10.297822,0.5678185903368962,-0.5
1783,2024-12-07,301,317,Towson,UMBC,Towson,UMBC,71.0,84.0,-13.0,9.961794,11.290742,0.75866365,10.077597,11.0557375,0.8189909627404812,-9.5
1786,2024-12-07,69,357,Detroit Mercy,Wright State,Detroit Mercy,Wright St.,72.0,80.0,-8.0,-2.9098873,12.493415,0.45798454,-6.925229,11.884895,0.2800504636635941,6.5
1787,2024-12-07,334,362,VMI,Queens University,VMI,Queens,78.0,81.0,-3.0,8.342891,11.5598345,0.6134948,-5.081686,10.45757,0.31350707502043185,1.5
1782,2024-12-07,151,271,Loyola Chicago,South Florida,Loyola Chicago,South Florida,74.0,72.0,2.0,10.845943,11.305133,0.88270223,9.295385,10.478413,0.8124870929211323,-10.5
1781,2024-12-07,240,235,Rhode Island,Providence,Rhode Island,Providence,69.0,63.0,6.0,9.18288,12.8481655,0.7571666,3.0658314,9.844184,0.6222653421326646,2.5
1808,2024-12-07,12,328,Arkansas,UTSA,Arkansas,UTSA,75.0,60.0,15.0,19.43549,12.574144,0.9558968,17.996166,11.310622,0.9442048334312446,-19.5
1779,2024-12-07,169,188,Michigan State,Nebraska,Michigan St.,Nebraska,89.0,52.0,37.0,7.8809047,11.7831955,0.7766867,7.894996,10.8761835,0.7660492569156012,-6.5
1777,2024-12-07,93,234,Furman,Princeton,Furman,Princeton,69.0,63.0,6.0,4.591268,12.294246,0.6679542,0.31116992,11.424297,0.5108648693800002,1.5
1776,2024-12-07,342,26,Wake Forest,Boston College,Wake Forest,Boston College,72.0,66.0,6.0,7.5884356,11.117477,0.76976657,10.960542,11.120741,0.8378339583513678,-10.5
1775,2024-12-07,168,52,Miami,Clemson,Miami FL,Clemson,55.0,65.0,-10.0,-8.033481,11.531445,0.28858197,1.4140131,9.853041,0.5570564211574228,4.5
1774,2024-12-07,213,286,Notre Dame,Syracuse,Notre Dame,Syracuse,69.0,64.0,5.0,10.305118,11.479882,0.83543795,4.6697598,9.025157,0.6975670581854434,-5.5
1773,2024-12-07,120,76,Incarnate Word,East Texas A&M,Incarnate Word,Texas A&M Commerce,65.0,53.0,12.0,8.541245,11.494719,0.6356159,8.307111,10.363617,0.7885976457849695,-7.5
1778,2024-12-07,216,245,Ohio State,Rutgers,Ohio St.,Rutgers,80.0,66.0,14.0,9.611076,10.96198,0.80708647,2.1308284,10.355534,0.5815135913265167,-5.5
1772,2024-12-07,279,132,St. John's,Kansas State,St. John's,Kansas St.,88.0,71.0,17.0,14.531737,13.903868,0.8513394,10.145309,10.63927,0.8298498393090609,-9.5
1765,2024-12-07,157,355,Marquette,Wisconsin,Marquette,Wisconsin,88.0,74.0,14.0,7.746367,11.661857,0.8201234,8.751776,10.876478,0.7894896262463291,-6.5
1790,2024-12-07,94,199,Gardner-Webb,North Carolina Central,Gardner Webb,North Carolina Central,77.0,78.0,-1.0,9.068359,11.002024,0.75437224,7.9444904,9.0457115,0.8100987930502743,-6.5
1780,2024-12-07,161,318,Massachusetts,UMass Lowell,Massachusetts,UMass Lowell,83.0,96.0,-13.0,3.3898473,11.268177,0.63040334,3.748737,9.706998,0.650321697651056,-2.5
1788,2024-12-07,71,227,Drexel,Pennsylvania,Penn,Drexel,60.0,47.0,13.0,5.028721,11.364654,0.6680712,-3.7993116,10.144658,0.3540111483557148,-2.5
1789,2024-12-07,198,320,North Carolina A&T,UNC Greensboro,North Carolina A&T,UNC Greensboro,55.0,67.0,-12.0,-5.2006235,10.159315,0.31846556,-7.270357,11.034703,0.25499188342792584,7.5
1811,2024-12-07,115,210,IU Indianapolis,Northern Kentucky,IU Indy,Northern Kentucky,64.0,66.0,-2.0,2.9256797,12.734308,0.5889248,-5.2625213,11.25108,0.3199871226720259,7.5
1767,2024-12-07,340,229,Virginia Tech,Pittsburgh,Virginia Tech,Pittsburgh,59.0,64.0,-5.0,-9.055692,11.900756,0.2577008,-5.8527336,11.21563,0.3008918135383355,8.5
1768,2024-12-07,200,101,North Carolina,Georgia Tech,North Carolina,Georgia Tech,68.0,65.0,3.0,12.481656,10.686993,0.8584774,11.954844,11.888985,0.8426814331847866,-18.5
1791,2024-12-07,321,158,UNC Wilmington,Marshall,UNC Wilmington,Marshall,78.0,69.0,9.0,6.7641654,10.477669,0.70743316,4.868603,8.173584,0.7242958005311315,-6.5
1793,2024-12-07,11,276,Arizona,Southern Utah,Arizona,Southern Utah,102.0,66.0,36.0,18.681705,12.31095,0.9365413,19.475313,12.839096,0.9353509649331742,-27.5
1794,2024-12-07,346,291,West Georgia,Tennessee Tech,West Georgia,Tennessee Tech,78.0,73.0,5.0,-5.569019,12.214265,0.25495622,-1.9820607,9.8534775,0.4202893058444651,2.5
1792,2024-12-07,82,350,Evansville,Western Kentucky,Evansville,Western Kentucky,65.0,79.0,-14.0,2.6032429,10.980685,0.6083449,-3.1506612,9.860269,0.3746619517607246,6.5
1796,2024-12-07,67,152,Delaware State,Loyola Maryland,Delaware St.,Loyola MD,80.0,77.0,3.0,-6.629154,9.545201,0.34661648,0.7616638,9.231661,0.5328776698776327,2.5
1809,2024-12-07,266,74,South Carolina,East Carolina,South Carolina,East Carolina,75.0,68.0,7.0,6.497513,11.506462,0.73958683,9.004057,9.940969,0.8174665568233124,-10.5
1797,2024-12-07,360,337,Yale,Vermont,Yale,Vermont,65.0,50.0,15.0,14.802538,11.194357,0.91477907,8.219748,8.75966,0.8259712693209011,-5.5
1802,2024-12-07,28,182,Bowling Green,Morgan State,Bowling Green,Morgan St.,102.0,81.0,21.0,8.96751,10.529408,0.83278656,6.744894,10.904668,0.7318878866830347,-9.5
1800,2024-12-07,111,44,Holy Cross,Central Connecticut,Holy Cross,Central Connecticut,56.0,69.0,-13.0,-0.49933052,11.361893,0.5455083,-0.80000937,11.563675,0.4724219885747625,4.5
1799,2024-12-07,170,124,Michigan,Iowa,Michigan,Iowa,85.0,83.0,2.0,7.1300697,12.900266,0.61665577,10.484816,11.187499,0.8256696619856524,-9.5
1795,2024-12-07,186,187,NJIT,Navy,NJIT,Navy,69.0,64.0,5.0,-0.0152799785,12.494699,0.45878944,-2.894593,10.586201,0.3922610484157547,2.5
1906,2024-12-08,265,128,South Alabama,Jacksonville State,South Alabama,Jacksonville St.,76.0,74.0,2.0,-1.0523306,13.059482,0.6361415,-0.23223454,10.562096,0.4912289455459219,-4.5
1902,2024-12-08,136,88,LSU,Florida Gulf Coast,LSU,Florida Gulf Coast,80.0,71.0,9.0,16.112661,15.445571,0.8216848,15.008588,11.672478,0.900745307729591,-14.5
1901,2024-12-08,252,50,Saint Louis,Chicago State,Saint Louis,Chicago St.,85.0,62.0,23.0,18.795385,11.708983,0.96122336,20.509792,11.560608,0.9619775398730179,-25.5
1900,2024-12-08,256,17,Samford,Austin Peay,Samford,Austin Peay,72.0,47.0,25.0,9.934126,12.218743,0.69626456,11.16251,10.787596,0.8496081391631571,-12.5
1903,2024-12-08,283,164,Stetson,Mercer,Stetson,Mercer,83.0,89.0,-6.0,-0.6836032,11.079669,0.5438936,-2.8801258,10.4842205,0.3917693143192932,3.5
1880,2024-12-08,298,293,Texas Tech,Texas A&M,Texas Tech,Texas A&M,67.0,72.0,-5.0,3.483757,11.821454,0.43422294,1.2317958,10.668278,0.5459610934022571,-0.5
1904,2024-12-08,297,241,Texas State,Rice,Texas St.,Rice,75.0,66.0,9.0,8.136521,9.162341,0.8142329,4.453971,8.193062,0.7066509683235447,-6.5
1879,2024-12-08,163,13,Memphis,Arkansas State,Memphis,Arkansas St.,72.0,85.0,-13.0,16.583075,11.498147,0.910527,10.385595,9.577205,0.8609079895776824,-11.5
1874,2024-12-08,125,126,Iowa State,Jackson State,Iowa St.,Jackson St.,100.0,58.0,42.0,29.778698,13.446275,0.9922909,28.302845,12.906055,0.9858459337143656,-36.5
1907,2024-12-08,174,232,Mississippi State,Prairie View A&M,Mississippi St.,Prairie View A&M,91.0,84.0,7.0,32.20235,13.715217,0.98445547,33.677002,15.221852,0.9865308827739016,-38.5
1908,2024-12-08,148,149,Louisiana,Louisiana Tech,Louisiana,Louisiana Tech,58.0,69.0,-11.0,-8.362211,11.480532,0.20180707,-4.931868,9.492985,0.30169640772936146,6.5
1909,2024-12-08,315,62,UIC,Dartmouth,Illinois Chicago,Dartmouth,69.0,68.0,1.0,8.937628,11.714974,0.71712756,10.247746,10.390238,0.8380036239311606,-11.5
1881,2024-12-08,295,314,Texas,UConn,Texas,Connecticut,65.0,76.0,-11.0,3.9192462,10.907411,0.6746865,2.913443,9.558504,0.619741201592987,-1.5
1877,2024-12-08,223,313,Oregon,UCLA,Oregon,UCLA,71.0,73.0,-2.0,5.797148,12.032953,0.6547907,3.1606278,10.396339,0.6194412050208236,-3.5
1876,2024-12-08,150,72,Louisville,Duke,Louisville,Duke,65.0,76.0,-11.0,1.898102,13.268457,0.5847181,-2.9551346,11.887552,0.4018387056211683,8.5
1899,2024-12-08,183,83,Mount St. Mary's,Fairfield,Mount St. Mary's,Fairfield,101.0,94.0,7.0,1.6964272,11.109383,0.5502041,1.656921,9.541451,0.5689317118168726,-2.5
1905,2024-12-08,184,272,Murray State,Southeast Missouri State,Murray St.,Southeast Missouri St.,73.0,53.0,20.0,7.5006933,11.943018,0.75695014,15.20211,10.818508,0.9200182965905896,-15.5
1897,2024-12-08,238,250,Quinnipiac,Sacred Heart,Quinnipiac,Sacred Heart,83.0,73.0,10.0,3.6467748,11.664068,0.7168976,6.958824,10.31846,0.7499731611329599,-5.5
1889,2024-12-08,312,288,UCF,Tarleton State,UCF,Tarleton St.,66.0,51.0,15.0,21.928268,12.2968645,0.9609744,22.774204,12.579326,0.9648867682594678,-24.5
1878,2024-12-08,51,114,Cincinnati,Howard,Cincinnati,Howard,84.0,67.0,17.0,26.380363,13.688573,0.96887755,21.141443,11.62781,0.9654816468272384,-27.5
1896,2024-12-08,237,244,Purdue Fort Wayne,Robert Morris,Purdue Fort Wayne,Robert Morris,82.0,77.0,5.0,12.229171,10.938364,0.86883116,7.5047584,9.451373,0.7864136232421791,-9.5
1882,2024-12-08,91,154,Fordham,Maine,Fordham,Maine,87.0,72.0,15.0,-0.25090697,11.810695,0.53336316,6.8946743,9.8431,0.7581792285896929,-5.5
1875,2024-12-08,236,160,Purdue,Maryland,Purdue,Maryland,83.0,78.0,5.0,-3.3817701,12.111867,0.3416807,2.9262717,10.70874,0.6076733675393636,-4.5
1883,2024-12-08,263,218,Seton Hall,Oklahoma State,Seton Hall,Oklahoma St.,76.0,85.0,-9.0,-1.9018074,9.927736,0.36744136,-1.7902653,9.402822,0.4244991738313306,1.5
1884,2024-12-08,287,336,TCU,Vanderbilt,Vanderbilt,TCU,74.0,83.0,-9.0,-4.3784885,11.51209,0.3778495,2.6191227,10.243896,0.6008996632224128,2.5
1886,2024-12-08,159,341,Maryland Eastern Shore,Wagner,Maryland Eastern Shore,Wagner,61.0,63.0,-2.0,-2.4956145,12.634841,0.3660222,-8.677345,9.681022,0.18503949997468727,4.5
1887,2024-12-08,15,60,Army,Cornell,Army,Cornell,84.0,103.0,-19.0,2.9832783,12.567388,0.5939157,-5.7389746,10.908639,0.2994112909012922,3.5
1888,2024-12-08,190,107,New Hampshire,Harvard,New Hampshire,Harvard,62.0,72.0,-10.0,-6.1646624,11.512683,0.273179,-6.3131394,11.032637,0.28358511126220176,7.5
1873,2024-12-08,16,242,Auburn,Richmond,Auburn,Richmond,98.0,54.0,44.0,26.939629,13.997023,0.9822635,24.210407,12.777801,0.9709355262874648,-29.5
1872,2024-12-08,177,131,Missouri,Kansas,Missouri,Kansas,76.0,67.0,9.0,9.755202,14.538597,0.54155385,-0.31745273,10.779138,0.4882525843597778,6.5
1893,2024-12-08,205,55,Northeastern,Colgate,Northeastern,Colgate,78.0,75.0,3.0,9.09576,10.981452,0.8309807,7.770563,9.43467,0.794921639501173,-8.5
1891,2024-12-08,42,264,Canisius,Siena,Canisius,Siena,53.0,66.0,-13.0,-6.540482,12.238569,0.28491414,-3.064138,10.864192,0.38895637580334985,4.5
