awayConference,awayScore,awayTeam_x,awayTeamId_x,gameId,homeConference,homeScore,homeTeam_x,homeTeamId_x,season,seasonType,startDate_x,source_key,source_asof,provider,spread,overUnder,homeMoneyline,awayMoneyline,spreadOpen,overUnderOpen,startDate_y,homeTeam_y,awayTeam_y,homeTeamId_y,awayTeamId_y,spread_sign_for_votes,action,confidence,repair_reason,majority_sign_sum,peer_same_sign_count,peer_opposite_sign_count,non_consensus_same_sign_count,non_consensus_opposite_sign_count,original_spread,repaired_spread,original_spreadOpen,repaired_spreadOpen
Patriot,74.0,American University,8,209753,ACC,88.0,Wake Forest,342,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-19.5,139.5,,,-21.5,137.5,2025-11-04T01:00:00.000Z,Wake Forest,American University,342,8,-1.0,keep,none,,-1.0,0,0,0,0,-19.5,-19.5,-21.5,-21.5
Am. East,47.0,Binghamton,24,209754,ACC,85.0,Syracuse,286,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-21.5,153.5,,,-20.5,150.5,2025-11-04T00:00:00.000Z,Syracuse,Binghamton,286,24,-1.0,keep,none,,-1.0,0,0,0,0,-21.5,-21.5,-20.5,-20.5
WAC,76.0,Tarleton State,288,209755,ACC,96.0,SMU,248,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-21.5,144.5,,,-20.5,142.5,2025-11-04T01:00:00.000Z,SMU,Tarleton State,248,288,-1.0,keep,none,,-1.0,0,0,0,0,-21.5,-21.5,-20.5,-20.5
Horizon,59.0,Youngstown State,361,209756,ACC,74.0,Pittsburgh,229,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-14.5,145.5,,,-13.5,149.5,2025-11-04T00:00:00.000Z,Pittsburgh,Youngstown State,229,361,-1.0,keep,none,,-1.0,0,0,0,0,-14.5,-14.5,-13.5,-13.5
ASUN,54.0,Central Arkansas,43,209757,ACC,94.0,North Carolina,200,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-31.5,157.5,,,-33.5,156.5,2025-11-04T00:00:00.000Z,North Carolina,Central Arkansas,200,43,-1.0,keep,none,,-1.0,0,0,0,0,-31.5,-31.5,-33.5,-33.5
MEAC,66.0,North Carolina Central,199,209758,ACC,114.0,NC State,185,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-31.5,145.5,,,-30.5,147.5,2025-11-04T00:00:00.000Z,NC State,North Carolina Central,185,199,-1.0,keep,none,,-1.0,0,0,0,0,-31.5,-31.5,-30.5,-30.5
MEAC,45.0,South Carolina State,267,209759,ACC,104.0,Louisville,150,2026,regular,2025-11-04T02:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-35.5,159.5,,,-34.5,157.5,2025-11-04T02:00:00.000Z,Louisville,South Carolina State,150,267,-1.0,keep,none,,-1.0,0,0,0,0,-35.5,-35.5,-34.5,-34.5
Big West,60.0,Cal State Bakersfield,36,209760,ACC,87.0,California,40,2026,regular,2025-11-04T03:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-15.5,146.5,,,-14.5,145.5,2025-11-04T03:00:00.000Z,California,Cal State Bakersfield,40,36,-1.0,keep,none,,-1.0,0,0,0,0,-15.5,-15.5,-14.5,-14.5
ACC,78.0,Boston College,26,209761,American,83.0,Florida Atlantic,86,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-1.5,148.5,,,-1.5,149.5,2025-11-04T00:00:00.000Z,Florida Atlantic,Boston College,86,26,,keep,none,,0.0,0,0,0,0,-1.5,-1.5,-1.5,-1.5
OVC,67.0,Southeast Missouri State,272,209762,A-10,92.0,Saint Louis,252,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-19.5,153.5,,,-17.5,149.5,2025-11-04T01:00:00.000Z,Saint Louis,Southeast Missouri State,252,272,-1.0,keep,none,,-1.0,0,0,0,0,-19.5,-19.5,-17.5,-17.5
ASUN,62.0,Stetson,283,209763,A-10,93.0,Rhode Island,240,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-18.5,152.5,,,-16.5,152.5,2025-11-04T00:00:00.000Z,Rhode Island,Stetson,240,283,-1.0,keep,none,,-1.0,0,0,0,0,-18.5,-18.5,-16.5,-16.5
Horizon,88.0,Cleveland State,53,209764,A-10,91.0,Loyola Chicago,151,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-17.5,151.5,,,-15.5,148.5,2025-11-04T01:00:00.000Z,Loyola Chicago,Cleveland State,151,53,-1.0,keep,none,,-1.0,0,0,0,0,-17.5,-17.5,-15.5,-15.5
Am. East,47.0,Maine,154,209765,A-10,67.0,George Washington,96,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-20.5,144.5,,,-20.5,145.5,2025-11-04T01:00:00.000Z,George Washington,Maine,96,154,-1.0,keep,none,,-1.0,0,0,0,0,-20.5,-20.5,-20.5,-20.5
Big Sky,74.0,Eastern Washington,80,209766,Big Ten,80.0,UCLA,313,2026,regular,2025-11-04T03:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-29.5,149.5,,,-30.5,147.5,2025-11-04T03:30:00.000Z,UCLA,Eastern Washington,313,80,-1.0,keep,none,,-1.0,0,0,0,0,-29.5,-29.5,-30.5,-30.5
MAAC,63.0,Niagara,194,209767,A-10,83.0,Duquesne,73,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-17.5,139.5,,,-14.5,139.5,2025-11-04T00:00:00.000Z,Duquesne,Niagara,73,194,-1.0,keep,none,,-1.0,0,0,0,0,-17.5,-17.5,-14.5,-14.5
MAAC,48.0,Canisius,42,209768,A-10,88.0,Dayton,64,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-25.5,142.5,,,-24.5,143.5,2025-11-04T00:00:00.000Z,Dayton,Canisius,64,42,-1.0,keep,none,,-1.0,0,0,0,0,-25.5,-25.5,-24.5,-24.5
MAAC,62.0,Marist,156,209769,Big East,66.0,Xavier,359,2026,regular,2025-11-04T00:15:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-12.5,139.5,,,-11.5,139.5,2025-11-04T00:15:00.000Z,Xavier,Marist,359,156,-1.0,keep,none,,-1.0,0,0,0,0,-12.5,-12.5,-11.5,-11.5
MEAC,70.0,Morgan State,182,209770,Big East,87.0,Georgetown,97,2026,regular,2025-11-03T23:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-27.5,154.5,,,-24.5,154.5,2025-11-03T23:30:00.000Z,Georgetown,Morgan State,97,182,-1.0,keep,none,,-1.0,0,0,0,0,-27.5,-27.5,-24.5,-24.5
Am. East,38.0,New Hampshire,190,209771,ACC,88.0,Clemson,52,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-29.5,146.5,,,-27.5,146.5,2025-11-04T00:00:00.000Z,Clemson,New Hampshire,52,190,-1.0,keep,none,,-1.0,0,0,0,0,-29.5,-29.5,-27.5,-27.5
NEC,55.0,New Haven,1507,209772,Big East,79.0,UConn,314,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-42.5,145.5,,,-40.5,146.5,2025-11-04T00:00:00.000Z,UConn,New Haven,314,1507,-1.0,keep,none,,-1.0,0,0,0,0,-42.5,-42.5,-40.5,-40.5
Patriot,79.0,Holy Cross,111,209773,Big East,89.0,Providence,235,2026,regular,2025-11-04T00:15:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-23.5,152.5,,,-24.5,150.5,2025-11-04T00:15:00.000Z,Providence,Holy Cross,235,111,-1.0,keep,none,,-1.0,0,0,0,0,-23.5,-23.5,-24.5,-24.5
MAAC,53.0,Rider,243,209774,ACC,87.0,Virginia,339,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-26.5,147.5,,,-25.5,143.5,2025-11-04T00:00:00.000Z,Virginia,Rider,339,243,-1.0,keep,none,,-1.0,0,0,0,0,-26.5,-26.5,-25.5,-25.5
NEC,66.0,St. Francis (PA),278,209775,SEC,102.0,Oklahoma,217,2026,regular,2025-11-04T01:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-31.5,149.5,,,-28.5,147.5,2025-11-04T01:30:00.000Z,Oklahoma,St. Francis (PA),217,278,-1.0,keep,none,,-1.0,0,0,0,0,-31.5,-31.5,-28.5,-28.5
NEC,67.0,Long Island University,146,209776,ACC,89.0,Notre Dame,213,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-15.5,135.5,,,-18.5,134.5,2025-11-04T00:00:00.000Z,Notre Dame,Long Island University,213,146,-1.0,keep,none,,-1.0,0,0,0,0,-15.5,-15.5,-18.5,-18.5
NEC,50.0,Fairleigh Dickinson,84,209777,Big 12,88.0,Iowa State,125,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-37.5,147.5,,,-35.5,,2025-11-04T01:00:00.000Z,Iowa State,Fairleigh Dickinson,125,84,-1.0,keep,none,,-1.0,0,0,0,0,-37.5,-37.5,-35.5,-35.5
Summit,62.0,North Dakota,201,209778,SEC,91.0,Alabama,5,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-36.5,169.5,,,-31.5,168.5,2025-11-04T01:00:00.000Z,Alabama,North Dakota,5,201,-1.0,keep,none,,-1.0,0,0,0,0,-36.5,-36.5,-31.5,-31.5
WAC,81.0,Utah Tech,330,209779,Summit,79.0,South Dakota,269,2026,regular,2025-11-04T01:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-1.5,164.5,,,-2.5,160.5,2025-11-04T01:30:00.000Z,South Dakota,Utah Tech,269,330,,keep,none,,0.0,0,0,0,0,-1.5,-1.5,-2.5,-2.5
ASUN,69.0,Jacksonville,127,209780,ACC,86.0,Miami,168,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-18.5,142.5,,,-19.5,146.5,2025-11-04T01:00:00.000Z,Miami,Jacksonville,168,127,-1.0,keep,none,,-1.0,0,0,0,0,-18.5,-18.5,-19.5,-19.5
CUSA,70.0,Delaware,66,209781,Patriot,78.0,Bucknell,32,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-1.5,149.5,,,1.5,153.5,2025-11-04T00:00:00.000Z,Bucknell,Delaware,32,66,,keep,none,,0.0,0,0,0,0,-1.5,-1.5,1.5,1.5
Southland,58.0,SE Louisiana,246,209782,SEC,88.0,Ole Miss,220,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-22.5,142.5,,,-23.5,143.5,2025-11-04T01:00:00.000Z,Ole Miss,SE Louisiana,220,246,-1.0,keep,none,,-1.0,0,0,0,0,-22.5,-22.5,-23.5,-23.5
Southland,78.0,New Orleans,193,209783,Big 12,74.0,TCU,287,2026,regular,2025-11-04T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-21.5,150.5,,,-20.5,145.5,2025-11-04T01:00:00.000Z,TCU,New Orleans,287,193,-1.0,keep,none,,-1.0,0,0,0,0,-21.5,-21.5,-20.5,-20.5
MVC,63.0,Bradley,29,209784,A-10,69.0,St. Bonaventure,277,2026,regular,2025-11-03T16:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,1.5,139.5,,,1.5,140.5,2025-11-03T16:00:00.000Z,St. Bonaventure,Bradley,277,29,,keep,none,,0.0,0,0,0,0,1.5,1.5,1.5,1.5
Big South,67.0,Charleston Southern,47,209785,ACC,98.0,Virginia Tech,340,2026,regular,2025-11-04T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-18.5,143.5,,,-19.5,142.5,2025-11-04T00:00:00.000Z,Virginia Tech,Charleston Southern,340,47,-1.0,keep,none,,-1.0,0,0,0,0,-18.5,-18.5,-19.5,-19.5
Mountain West,63.0,Air Force,2,209787,MVC,79.0,Belmont,22,2026,regular,2025-11-04T00:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-15.5,144.5,,,-15.5,143.5,2025-11-04T00:30:00.000Z,Belmont,Air Force,22,2,-1.0,keep,none,,-1.0,0,0,0,0,-15.5,-15.5,-15.5,-15.5
SEC,60.0,Texas,295,209788,ACC,75.0,Duke,72,2026,regular,2025-11-05T01:45:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-10.5,153.5,,,-7.5,150.5,2025-11-05T01:45:00.000Z,Duke,Texas,72,295,-1.0,keep,none,,-1.0,0,0,0,0,-10.5,-10.5,-7.5,-7.5
MAAC,54.0,Mount St. Mary's,183,209789,Big 12,70.0,West Virginia,347,2026,regular,2025-11-05T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-19.5,136.5,,,-16.5,138.5,2025-11-05T00:00:00.000Z,West Virginia,Mount St. Mary's,347,183,-1.0,keep,none,,-1.0,0,0,0,0,-19.5,-19.5,-16.5,-16.5
Summit,71.0,Oral Roberts,222,209790,Big 12,95.0,Oklahoma State,218,2026,regular,2025-11-05T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-20.5,165.5,,,-20.5,157.5,2025-11-05T01:00:00.000Z,Oklahoma State,Oral Roberts,218,222,-1.0,keep,none,,-1.0,0,0,0,0,-20.5,-20.5,-20.5,-20.5
Big Sky,79.0,Portland State,231,209791,ACC,89.0,Stanford,281,2026,regular,2025-11-05T03:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-11.5,144.5,,,-10.5,143.5,2025-11-05T03:00:00.000Z,Stanford,Portland State,281,231,-1.0,keep,none,,-1.0,0,0,0,0,-11.5,-11.5,-10.5,-10.5
MAAC,53.0,Rider,243,209793,Big Ten,81.0,Rutgers,245,2026,regular,2025-11-05T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-18.5,139.5,,,-18.5,147.5,2025-11-05T23:00:00.000Z,Rutgers,Rider,245,243,-1.0,keep,none,,-1.0,0,0,0,0,-18.5,-18.5,-18.5,-18.5
Summit,76.0,South Dakota,269,209794,Big East,92.0,Creighton,61,2026,regular,2025-11-06T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-29.5,170.5,,,-27.5,166.5,2025-11-06T01:00:00.000Z,Creighton,South Dakota,61,269,-1.0,keep,none,,-1.0,0,0,0,0,-29.5,-29.5,-27.5,-27.5
Southland,58.0,Texas A&M-Corpus Christi,294,209795,ACC,69.0,SMU,248,2026,regular,2025-11-07T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-23.5,159.5,,,-22.5,158.5,2025-11-07T01:00:00.000Z,SMU,Texas A&M-Corpus Christi,248,294,-1.0,keep,none,,-1.0,0,0,0,0,-23.5,-23.5,-22.5,-22.5
SWAC,70.0,Jackson State,126,209796,ACC,106.0,Louisville,150,2026,regular,2025-11-07T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-37.5,164.5,,,-34.5,161.5,2025-11-07T00:00:00.000Z,Louisville,Jackson State,150,126,-1.0,keep,none,,-1.0,0,0,0,0,-37.5,-37.5,-34.5,-34.5
Horizon,67.0,Wright State,357,209797,ACC,77.0,California,40,2026,regular,2025-11-07T03:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-14.5,151.5,,,-13.5,152.5,2025-11-07T03:00:00.000Z,California,Wright State,40,357,-1.0,keep,none,,-1.0,0,0,0,0,-14.5,-14.5,-13.5,-13.5
SoCon,47.0,The Citadel,299,209798,ACC,76.0,Boston College,26,2026,regular,2025-11-07T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-16.5,143.5,,,-17.5,143.5,2025-11-07T00:00:00.000Z,Boston College,The Citadel,26,299,-1.0,keep,none,,-1.0,0,0,0,0,-16.5,-16.5,-17.5,-17.5
NEC,86.0,Chicago State,50,209799,A-10,108.0,Saint Louis,252,2026,regular,2025-11-07T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-29.5,154.5,,,-29.5,152.5,2025-11-07T01:00:00.000Z,Saint Louis,Chicago State,252,50,-1.0,keep,none,,-1.0,0,0,0,0,-29.5,-29.5,-29.5,-29.5
NEC,73.0,Mercyhurst,165,209800,A-10,65.0,Loyola Chicago,151,2026,regular,2025-11-07T02:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-21.5,145.5,,,-21.5,,2025-11-07T02:00:00.000Z,Loyola Chicago,Mercyhurst,151,165,-1.0,keep,none,,-1.0,0,0,0,0,-21.5,-21.5,-21.5,-21.5
MVC,68.0,Illinois State,119,209803,MAC,72.0,Ohio,215,2026,regular,2025-11-07T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-1.5,160.5,,,1.5,158.5,2025-11-07T00:00:00.000Z,Ohio,Illinois State,215,119,,keep,none,,0.0,0,0,0,0,-1.5,-1.5,1.5,1.5
NEC,49.0,Central Connecticut,44,209804,MAAC,71.0,Quinnipiac,238,2026,regular,2025-11-07T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-8.5,150.5,,,-8.5,151.5,2025-11-07T00:00:00.000Z,Quinnipiac,Central Connecticut,238,44,-1.0,keep,none,,-1.0,0,0,0,0,-8.5,-8.5,-8.5,-8.5
NEC,94.0,Long Island University,146,209805,Horizon,90.0,IU Indianapolis,115,2026,regular,2025-11-06T23:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-2.5,183.5,,,-3.5,181.5,2025-11-06T23:30:00.000Z,IU Indianapolis,Long Island University,115,146,,keep,none,,0.0,0,0,0,0,-2.5,-2.5,-3.5,-3.5
NEC,69.0,Le Moyne,140,209806,Big East,74.0,Xavier,359,2026,regular,2025-11-07T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-24.5,157.5,,,-22.5,157.5,2025-11-07T00:00:00.000Z,Xavier,Le Moyne,359,140,-1.0,keep,none,,-1.0,0,0,0,0,-24.5,-24.5,-22.5,-22.5
NEC,63.0,St. Francis (PA),278,209807,Big 12,104.0,TCU,287,2026,regular,2025-11-07T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-27.5,152.5,,,-25.5,,2025-11-07T01:00:00.000Z,TCU,St. Francis (PA),287,278,-1.0,keep,none,,-1.0,0,0,0,0,-27.5,-27.5,-25.5,-25.5
SWAC,61.0,Bethune-Cookman,23,209808,ACC,101.0,Miami,168,2026,regular,2025-11-07T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-16.5,156.5,,,-16.5,,2025-11-07T00:00:00.000Z,Miami,Bethune-Cookman,168,23,-1.0,keep,none,,-1.0,0,0,0,0,-16.5,-16.5,-16.5,-16.5
OVC,65.0,Morehead State,181,209809,ACC,81.0,Wake Forest,342,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,-21.5,152.0,,,-21.0,152.0,2025-11-08T00:00:00.000Z,Wake Forest,Morehead State,342,181,-1.0,keep,none,,-2.0,1,0,1,0,-21.5,-21.5,-21.0,-21.0
OVC,65.0,Morehead State,181,209809,ACC,81.0,Wake Forest,342,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-21.5,152.5,-5000.0,1500.0,-19.5,148.5,2025-11-08T00:00:00.000Z,Wake Forest,Morehead State,342,181,-1.0,keep,none,,-2.0,1,0,1,0,-21.5,-21.5,-19.5,-19.5
MEAC,62.0,North Carolina Central,199,209810,ACC,81.0,Virginia,339,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,-34.0,,,,-34.0,,2025-11-08T00:00:00.000Z,Virginia,North Carolina Central,339,199,-1.0,keep,none,,-2.0,1,0,1,0,-34.0,-34.0,-34.0,-34.0
MEAC,62.0,North Carolina Central,199,209810,ACC,81.0,Virginia,339,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-34.5,151.5,,,-32.5,153.5,2025-11-08T00:00:00.000Z,Virginia,North Carolina Central,339,199,-1.0,keep,none,,-2.0,1,0,1,0,-34.5,-34.5,-32.5,-32.5
Big South,60.0,Longwood,147,209811,ACC,78.0,Pittsburgh,229,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,-13.5,145.0,,,-14.5,145.0,2025-11-08T00:00:00.000Z,Pittsburgh,Longwood,229,147,-1.0,keep,none,,-2.0,1,0,1,0,-13.5,-13.5,-14.5,-14.5
Big South,60.0,Longwood,147,209811,ACC,78.0,Pittsburgh,229,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-14.5,145.5,-4000.0,1300.0,-17.5,149.5,2025-11-08T00:00:00.000Z,Pittsburgh,Longwood,229,147,-1.0,keep,none,,-2.0,1,0,1,0,-14.5,-14.5,-17.5,-17.5
Big 12,74.0,Kansas,131,209812,ACC,87.0,North Carolina,200,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,-2.5,159.0,,,-3.0,159.0,2025-11-08T00:00:00.000Z,North Carolina,Kansas,200,131,,keep,none,,0.0,0,0,0,0,-2.5,-2.5,-3.0,-3.0
Big 12,74.0,Kansas,131,209812,ACC,87.0,North Carolina,200,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-2.5,159.5,,,-1.5,,2025-11-08T00:00:00.000Z,North Carolina,Kansas,200,131,,keep,none,,0.0,0,0,0,0,-2.5,-2.5,-1.5,-1.5
American,70.0,UAB,305,209813,ACC,94.0,NC State,185,2026,regular,2025-11-08T02:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,-20.0,162.5,,,-20.0,162.5,2025-11-08T02:00:00.000Z,NC State,UAB,185,305,-1.0,keep,none,,-2.0,1,0,1,0,-20.0,-20.0,-20.0,-20.0
American,70.0,UAB,305,209813,ACC,94.0,NC State,185,2026,regular,2025-11-08T02:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-19.5,162.5,-5000.0,1500.0,-20.5,163.5,2025-11-08T02:00:00.000Z,NC State,UAB,185,305,-1.0,keep,none,,-2.0,1,0,1,0,-19.5,-19.5,-20.5,-20.5
Horizon,70.0,Detroit Mercy,69,209814,ACC,102.0,Notre Dame,213,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-21.5,147.5,-7500.0,2000.0,-21.5,148.5,2025-11-08T00:00:00.000Z,Notre Dame,Detroit Mercy,213,69,-1.0,keep,none,,-1.0,0,0,0,0,-21.5,-21.5,-21.5,-21.5
WCC,63.0,Pepperdine,228,209815,Big Ten,74.0,UCLA,313,2026,regular,2025-11-08T03:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,,152.0,,,,152.0,2025-11-08T03:30:00.000Z,UCLA,Pepperdine,313,228,,keep,none,,-1.0,0,0,0,0,,,,
WCC,63.0,Pepperdine,228,209815,Big Ten,74.0,UCLA,313,2026,regular,2025-11-08T03:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-28.5,152.5,,,-29.5,152.5,2025-11-08T03:30:00.000Z,UCLA,Pepperdine,313,228,-1.0,keep,none,,-1.0,0,0,0,0,-28.5,-28.5,-29.5,-29.5
MAAC,80.0,Sacred Heart,250,209816,A-10,92.0,Duquesne,73,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,-12.5,157.5,,,-11.5,157.5,2025-11-08T00:00:00.000Z,Duquesne,Sacred Heart,73,250,-1.0,keep,none,,-2.0,1,0,1,0,-12.5,-12.5,-11.5,-11.5
MAAC,80.0,Sacred Heart,250,209816,A-10,92.0,Duquesne,73,2026,regular,2025-11-08T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-12.5,157.5,-800.0,500.0,-11.5,155.5,2025-11-08T00:00:00.000Z,Duquesne,Sacred Heart,73,250,-1.0,keep,none,,-2.0,1,0,1,0,-12.5,-12.5,-11.5,-11.5
