awayConference,awayScore,awayTeam_x,awayTeamId_x,gameId,homeConference,homeScore,homeTeam_x,homeTeamId_x,season,seasonType,startDate_x,source_key,source_asof,provider,spread,overUnder,homeMoneyline,awayMoneyline,spreadOpen,overUnderOpen,startDate_y,homeTeam_y,awayTeam_y,homeTeamId_y,awayTeamId_y,spread_sign_for_votes,action,confidence,repair_reason,majority_sign_sum,peer_same_sign_count,peer_opposite_sign_count,non_consensus_same_sign_count,non_consensus_opposite_sign_count,original_spread,repaired_spread,original_spreadOpen,repaired_spreadOpen
Ivy,69.0,Harvard,107,210183,SoCon,79.0,Furman,93,2026,regular,2025-12-06T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-5.5,141.5,-265.0,215.0,-6.5,142.5,2025-12-06T19:00:00.000Z,Furman,Harvard,93,107,-1.0,keep,none,,-2.0,1,0,1,0,-5.5,-5.5,-6.5,-6.5
NEC,87.0,Long Island University,146,210184,Patriot,82.0,Lehigh,141,2026,regular,2025-12-06T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,1.0,143.0,110.0,-130.0,1.5,142.5,2025-12-06T22:00:00.000Z,Lehigh,Long Island University,141,146,,keep,none,,0.0,0,0,0,0,1.0,1.0,1.5,1.5
NEC,87.0,Long Island University,146,210184,Patriot,82.0,Lehigh,141,2026,regular,2025-12-06T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,1.5,142.5,105.0,-125.0,1.5,142.5,2025-12-06T22:00:00.000Z,Lehigh,Long Island University,141,146,,keep,none,,0.0,0,0,0,0,1.5,1.5,1.5,1.5
Summit,87.0,South Dakota,269,210185,Big Sky,89.0,Northern Colorado,207,2026,regular,2025-12-07T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-9.5,162.5,-575.0,400.0,-10.0,162.0,2025-12-07T01:00:00.000Z,Northern Colorado,South Dakota,207,269,-1.0,keep,none,,-2.0,1,0,1,0,-9.5,-9.5,-10.0,-10.0
Summit,87.0,South Dakota,269,210185,Big Sky,89.0,Northern Colorado,207,2026,regular,2025-12-07T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-9.5,162.5,-395.0,310.0,-10.5,161.5,2025-12-07T01:00:00.000Z,Northern Colorado,South Dakota,207,269,-1.0,keep,none,,-2.0,1,0,1,0,-9.5,-9.5,-10.5,-10.5
Big Ten,75.0,Illinois,118,210186,SEC,62.0,Tennessee,292,2026,regular,2025-12-07T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-2.5,150.5,-135.0,115.0,-2.0,151.0,2025-12-07T01:00:00.000Z,Tennessee,Illinois,292,118,,keep,none,,0.0,0,0,0,0,-2.5,-2.5,-2.0,-2.0
Big Ten,75.0,Illinois,118,210186,SEC,62.0,Tennessee,292,2026,regular,2025-12-07T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-2.5,151.5,,,-2.5,,2025-12-07T01:00:00.000Z,Tennessee,Illinois,292,118,,keep,none,,0.0,0,0,0,0,-2.5,-2.5,-2.5,-2.5
Sun Belt,64.0,Southern Miss,275,210187,ACC,88.0,Miami,168,2026,regular,2025-12-06T17:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-19.5,148.0,-5000.0,1300.0,-21.5,152.0,2025-12-06T17:00:00.000Z,Miami,Southern Miss,168,275,-1.0,keep,none,,-2.0,1,0,1,0,-19.5,-19.5,-21.5,-21.5
Sun Belt,64.0,Southern Miss,275,210187,ACC,88.0,Miami,168,2026,regular,2025-12-06T17:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-18.5,145.5,,,-21.5,152.5,2025-12-06T17:00:00.000Z,Miami,Southern Miss,168,275,-1.0,keep,none,,-2.0,1,0,1,0,-18.5,-18.5,-21.5,-21.5
Big West,88.0,UC Riverside,309,210188,Big West,84.0,Cal Poly,35,2026,regular,2025-12-07T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-5.5,161.5,-230.0,190.0,-5.5,164.0,2025-12-07T00:00:00.000Z,Cal Poly,UC Riverside,35,309,-1.0,keep,none,,-2.0,1,0,1,0,-5.5,-5.5,-5.5,-5.5
Big West,88.0,UC Riverside,309,210188,Big West,84.0,Cal Poly,35,2026,regular,2025-12-07T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-5.5,161.5,-198.0,164.0,-4.5,163.5,2025-12-07T00:00:00.000Z,Cal Poly,UC Riverside,35,309,-1.0,keep,none,,-2.0,1,0,1,0,-5.5,-5.5,-4.5,-4.5
Big West,71.0,Cal State Northridge,38,210190,Big West,85.0,UC Irvine,308,2026,regular,2025-12-07T03:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-9.5,150.5,,,-10.5,147.5,2025-12-07T03:00:00.000Z,UC Irvine,Cal State Northridge,308,38,-1.0,keep,none,,-1.0,0,0,0,0,-9.5,-9.5,-10.5,-10.5
Big West,80.0,UC San Diego,310,210191,Big West,74.0,Long Beach State,145,2026,regular,2025-12-07T02:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,8.0,145.5,525.0,-800.0,11.5,147.5,2025-12-07T02:00:00.000Z,Long Beach State,UC San Diego,145,310,1.0,keep,none,,2.0,1,0,1,0,8.0,8.0,11.5,11.5
Big West,80.0,UC San Diego,310,210191,Big West,74.0,Long Beach State,145,2026,regular,2025-12-07T02:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,9.5,144.5,,,10.5,148.5,2025-12-07T02:00:00.000Z,Long Beach State,UC San Diego,145,310,1.0,keep,none,,2.0,1,0,1,0,9.5,9.5,10.5,10.5
Am. East,73.0,UMBC,317,210192,Patriot,66.0,Bucknell,32,2026,regular,2025-12-06T17:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-2.5,144.5,,,-1.5,148.5,2025-12-06T17:00:00.000Z,Bucknell,UMBC,32,317,,keep,none,,0.0,0,0,0,0,-2.5,-2.5,-1.5,-1.5
Southland,67.0,Incarnate Word,120,210193,Southland,74.0,Nicholls,195,2026,regular,2025-12-06T21:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,1.0,146.0,-110.0,-110.0,1.0,146.5,2025-12-06T21:00:00.000Z,Nicholls,Incarnate Word,195,120,,keep,none,,0.0,0,0,0,0,1.0,1.0,1.0,1.0
Southland,67.0,Incarnate Word,120,210193,Southland,74.0,Nicholls,195,2026,regular,2025-12-06T21:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,1.5,145.5,,,1.5,149.5,2025-12-06T21:00:00.000Z,Nicholls,Incarnate Word,195,120,,keep,none,,0.0,0,0,0,0,1.5,1.5,1.5,1.5
Southland,85.0,Houston Christian,112,210194,Southland,76.0,New Orleans,193,2026,regular,2025-12-06T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-5.0,141.0,,,-6.5,141.0,2025-12-06T23:00:00.000Z,New Orleans,Houston Christian,193,112,-1.0,keep,none,,-2.0,1,0,1,0,-5.0,-5.0,-6.5,-6.5
Southland,85.0,Houston Christian,112,210194,Southland,76.0,New Orleans,193,2026,regular,2025-12-06T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-4.5,140.5,,,-6.5,141.5,2025-12-06T23:00:00.000Z,New Orleans,Houston Christian,193,112,-1.0,keep,none,,-2.0,1,0,1,0,-4.5,-4.5,-6.5,-6.5
OVC,82.0,Lindenwood,366,210195,OVC,74.0,Eastern Illinois,77,2026,regular,2025-12-07T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,7.0,145.5,170.0,-200.0,2.5,145.0,2025-12-07T01:00:00.000Z,Eastern Illinois,Lindenwood,77,366,1.0,keep,none,,2.0,1,0,1,0,7.0,7.0,2.5,2.5
OVC,82.0,Lindenwood,366,210195,OVC,74.0,Eastern Illinois,77,2026,regular,2025-12-07T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,7.5,143.5,130.0,-155.0,2.5,143.5,2025-12-07T01:00:00.000Z,Eastern Illinois,Lindenwood,77,366,1.0,keep,none,,2.0,1,0,1,0,7.5,7.5,2.5,2.5
Horizon,78.0,Youngstown State,361,210196,Horizon,55.0,IU Indianapolis,115,2026,regular,2025-12-06T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,6.5,171.0,285.0,-370.0,8.0,174.0,2025-12-06T19:00:00.000Z,IU Indianapolis,Youngstown State,115,361,1.0,keep,none,,2.0,1,0,1,0,6.5,6.5,8.0,8.0
Horizon,78.0,Youngstown State,361,210196,Horizon,55.0,IU Indianapolis,115,2026,regular,2025-12-06T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,6.5,171.5,,,8.5,175.5,2025-12-06T19:00:00.000Z,IU Indianapolis,Youngstown State,115,361,1.0,keep,none,,2.0,1,0,1,0,6.5,6.5,8.5,8.5
Big Ten,78.0,Indiana,121,210197,ACC,87.0,Louisville,150,2026,regular,2025-12-06T19:15:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,4.0,162.0,150.0,-175.0,4.5,159.0,2025-12-06T19:15:00.000Z,Louisville,Indiana,150,121,1.0,keep,none,,0.0,0,1,0,1,4.0,4.0,4.5,4.5
Big Ten,78.0,Indiana,121,210197,ACC,87.0,Louisville,150,2026,regular,2025-12-06T19:15:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-3.5,162.5,,,5.5,157.5,2025-12-06T19:15:00.000Z,Louisville,Indiana,150,121,-1.0,keep,none,,0.0,0,1,0,1,-3.5,-3.5,5.5,5.5
CAA,86.0,William & Mary,353,210199,A-10,99.0,George Washington,96,2026,regular,2025-12-06T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-13.5,174.5,-1000.0,625.0,-11.5,169.5,2025-12-06T23:00:00.000Z,George Washington,William & Mary,96,353,-1.0,keep,none,,-2.0,1,0,1,0,-13.5,-13.5,-11.5,-11.5
CAA,86.0,William & Mary,353,210199,A-10,99.0,George Washington,96,2026,regular,2025-12-06T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-13.5,175.5,-395.0,310.0,-10.5,168.5,2025-12-06T23:00:00.000Z,George Washington,William & Mary,96,353,-1.0,keep,none,,-2.0,1,0,1,0,-13.5,-13.5,-10.5,-10.5
Horizon,58.0,Green Bay,105,210200,Horizon,86.0,Wright State,357,2026,regular,2025-12-07T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-6.5,142.0,-275.0,225.0,-7.5,142.5,2025-12-07T22:00:00.000Z,Wright State,Green Bay,357,105,-1.0,keep,none,,-2.0,1,0,1,0,-6.5,-6.5,-7.5,-7.5
Horizon,58.0,Green Bay,105,210200,Horizon,86.0,Wright State,357,2026,regular,2025-12-07T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-6.5,142.5,,,-7.5,141.5,2025-12-07T22:00:00.000Z,Wright State,Green Bay,357,105,-1.0,keep,none,,-2.0,1,0,1,0,-6.5,-6.5,-7.5,-7.5
SEC,80.0,Texas A&M,293,210201,ACC,93.0,SMU,248,2026,regular,2025-12-07T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-1.5,164.5,-159.0,119.0,-2.5,165.0,2025-12-07T22:00:00.000Z,SMU,Texas A&M,248,293,,keep,none,,0.0,0,0,0,0,-1.5,-1.5,-2.5,-2.5
SEC,80.0,Texas A&M,293,210201,ACC,93.0,SMU,248,2026,regular,2025-12-07T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-1.5,164.5,-130.0,110.0,-1.5,162.5,2025-12-07T22:00:00.000Z,SMU,Texas A&M,248,293,,keep,none,,0.0,0,0,0,0,-1.5,-1.5,-1.5,-1.5
CAA,80.0,Hofstra,110,210202,ACC,73.0,Pittsburgh,229,2026,regular,2025-12-07T21:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-8.5,135.0,-430.0,320.0,-8.0,133.5,2025-12-07T21:00:00.000Z,Pittsburgh,Hofstra,229,110,-1.0,keep,none,,-2.0,1,0,1,0,-8.5,-8.5,-8.0,-8.0
CAA,80.0,Hofstra,110,210202,ACC,73.0,Pittsburgh,229,2026,regular,2025-12-07T21:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-8.5,134.5,,,-7.5,133.5,2025-12-07T21:00:00.000Z,Pittsburgh,Hofstra,229,110,-1.0,keep,none,,-2.0,1,0,1,0,-8.5,-8.5,-7.5,-7.5
Big East,61.0,Georgetown,97,210203,ACC,81.0,North Carolina,200,2026,regular,2025-12-07T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-11.0,150.0,-800.0,525.0,-11.5,150.5,2025-12-07T22:00:00.000Z,North Carolina,Georgetown,200,97,-1.0,keep,none,,-2.0,1,0,1,0,-11.0,-11.0,-11.5,-11.5
Big East,61.0,Georgetown,97,210203,ACC,81.0,North Carolina,200,2026,regular,2025-12-07T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-10.5,149.5,,,-11.5,150.5,2025-12-07T22:00:00.000Z,North Carolina,Georgetown,200,97,-1.0,keep,none,,-2.0,1,0,1,0,-10.5,-10.5,-11.5,-11.5
MAC,65.0,Central Michigan,45,210204,A-10,107.0,Saint Louis,252,2026,regular,2025-12-07T20:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-25.5,161.0,,,-23.0,155.5,2025-12-07T20:00:00.000Z,Saint Louis,Central Michigan,252,45,-1.0,keep,none,,-2.0,1,0,1,0,-25.5,-25.5,-23.0,-23.0
MAC,65.0,Central Michigan,45,210204,A-10,107.0,Saint Louis,252,2026,regular,2025-12-07T20:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-24.5,160.5,,,-23.5,155.5,2025-12-07T20:00:00.000Z,Saint Louis,Central Michigan,252,45,-1.0,keep,none,,-2.0,1,0,1,0,-24.5,-24.5,-23.5,-23.5
MAAC,43.0,Niagara,194,210205,MAAC,71.0,Saint Peter's,254,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-5.5,132.0,-225.0,185.0,-5.5,130.5,2025-12-07T19:00:00.000Z,Saint Peter's,Niagara,254,194,-1.0,keep,none,,-2.0,1,0,1,0,-5.5,-5.5,-5.5,-5.5
MAAC,43.0,Niagara,194,210205,MAAC,71.0,Saint Peter's,254,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-5.5,131.5,,,-5.5,131.5,2025-12-07T19:00:00.000Z,Saint Peter's,Niagara,254,194,-1.0,keep,none,,-2.0,1,0,1,0,-5.5,-5.5,-5.5,-5.5
MAAC,52.0,Canisius,42,210206,MAAC,74.0,Siena,264,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-17.0,132.0,-2000.0,950.0,-16.5,129.5,2025-12-07T19:00:00.000Z,Siena,Canisius,264,42,-1.0,keep,none,,-2.0,1,0,1,0,-17.0,-17.0,-16.5,-16.5
MAAC,52.0,Canisius,42,210206,MAAC,74.0,Siena,264,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-17.5,131.5,,,-17.5,130.5,2025-12-07T19:00:00.000Z,Siena,Canisius,264,42,-1.0,keep,none,,-2.0,1,0,1,0,-17.5,-17.5,-17.5,-17.5
MAAC,68.0,Manhattan,155,210207,MAAC,80.0,Marist,156,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-7.5,141.0,-380.0,290.0,-7.5,140.5,2025-12-07T19:00:00.000Z,Marist,Manhattan,156,155,-1.0,keep,none,,-2.0,1,0,1,0,-7.5,-7.5,-7.5,-7.5
MAAC,68.0,Manhattan,155,210207,MAAC,80.0,Marist,156,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-7.5,140.5,,,-8.5,141.5,2025-12-07T19:00:00.000Z,Marist,Manhattan,156,155,-1.0,keep,none,,-2.0,1,0,1,0,-7.5,-7.5,-8.5,-8.5
NEC,56.0,Central Connecticut,44,210208,CAA,73.0,Northeastern,205,2026,regular,2025-12-07T18:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-1.0,139.0,-170.0,145.0,-3.5,139.0,2025-12-07T18:00:00.000Z,Northeastern,Central Connecticut,205,44,,keep,none,,0.0,0,0,0,0,-1.0,-1.0,-3.5,-3.5
NEC,56.0,Central Connecticut,44,210208,CAA,73.0,Northeastern,205,2026,regular,2025-12-07T18:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-1.5,138.5,,,-3.5,139.5,2025-12-07T18:00:00.000Z,Northeastern,Central Connecticut,205,44,,keep,none,,0.0,0,0,0,0,-1.5,-1.5,-3.5,-3.5
NEC,56.0,St. Francis (PA),278,210209,Big South,89.0,Radford,239,2026,regular,2025-12-07T19:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-13.5,154.0,-950.0,600.0,-10.5,155.5,2025-12-07T19:30:00.000Z,Radford,St. Francis (PA),239,278,-1.0,keep,none,,-2.0,1,0,1,0,-13.5,-13.5,-10.5,-10.5
NEC,56.0,St. Francis (PA),278,210209,Big South,89.0,Radford,239,2026,regular,2025-12-07T19:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-13.5,154.5,-470.0,360.0,-11.5,152.5,2025-12-07T19:30:00.000Z,Radford,St. Francis (PA),239,278,-1.0,keep,none,,-2.0,1,0,1,0,-13.5,-13.5,-11.5,-11.5
American,55.0,UTSA,328,210210,SEC,97.0,Alabama,5,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-33.0,170.5,,,-34.0,169.5,2025-12-07T19:00:00.000Z,Alabama,UTSA,5,328,-1.0,keep,none,,-2.0,1,0,1,0,-33.0,-33.0,-34.0,-34.0
American,55.0,UTSA,328,210210,SEC,97.0,Alabama,5,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-32.5,168.5,,,-32.5,166.5,2025-12-07T19:00:00.000Z,Alabama,UTSA,5,328,-1.0,keep,none,,-2.0,1,0,1,0,-32.5,-32.5,-32.5,-32.5
Big 12,65.0,TCU,287,210211,American,55.0,North Texas,204,2026,regular,2025-12-07T22:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,9.5,135.5,,,-8.5,132.5,2025-12-07T22:30:00.000Z,North Texas,TCU,204,287,1.0,keep,none,,1.0,0,0,0,0,9.5,9.5,-8.5,-8.5
MVC,83.0,Belmont,22,210212,CUSA,62.0,Middle Tennessee,171,2026,regular,2025-12-07T21:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,3.0,155.0,110.0,-130.0,2.0,152.0,2025-12-07T21:30:00.000Z,Middle Tennessee,Belmont,171,22,1.0,keep,none,,1.0,0,0,0,0,3.0,3.0,2.0,2.0
MVC,83.0,Belmont,22,210212,CUSA,62.0,Middle Tennessee,171,2026,regular,2025-12-07T21:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,2.5,154.5,130.0,-155.0,2.5,152.5,2025-12-07T21:30:00.000Z,Middle Tennessee,Belmont,171,22,,keep,none,,1.0,0,0,0,0,2.5,2.5,2.5,2.5
Southland,76.0,Northwestern State,211,210213,Southland,68.0,SE Louisiana,246,2026,regular,2025-12-07T21:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-7.5,133.0,-380.0,290.0,-9.0,138.0,2025-12-07T21:30:00.000Z,SE Louisiana,Northwestern State,246,211,-1.0,keep,none,,-2.0,1,0,1,0,-7.5,-7.5,-9.0,-9.0
Southland,76.0,Northwestern State,211,210213,Southland,68.0,SE Louisiana,246,2026,regular,2025-12-07T21:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-7.5,133.5,-325.0,260.0,-8.5,137.5,2025-12-07T21:30:00.000Z,SE Louisiana,Northwestern State,246,211,-1.0,keep,none,,-2.0,1,0,1,0,-7.5,-7.5,-8.5,-8.5
MVC,66.0,UIC,315,210214,Ivy,80.0,Yale,360,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-12.5,148.0,-1100.0,650.0,-13.0,152.0,2025-12-07T19:00:00.000Z,Yale,UIC,360,315,-1.0,keep,none,,-2.0,1,0,1,0,-12.5,-12.5,-13.0,-13.0
MVC,66.0,UIC,315,210214,Ivy,80.0,Yale,360,2026,regular,2025-12-07T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-12.5,148.5,,,-13.5,151.5,2025-12-07T19:00:00.000Z,Yale,UIC,360,315,-1.0,keep,none,,-2.0,1,0,1,0,-12.5,-12.5,-13.5,-13.5
Mountain West,75.0,UNLV,322,210215,ACC,74.0,Stanford,281,2026,regular,2025-12-07T21:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-9.0,164.5,-525.0,375.0,-9.5,162.0,2025-12-07T21:00:00.000Z,Stanford,UNLV,281,322,-1.0,keep,none,,-2.0,1,0,1,0,-9.0,-9.0,-9.5,-9.5
Mountain West,75.0,UNLV,322,210215,ACC,74.0,Stanford,281,2026,regular,2025-12-07T21:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-9.5,165.5,,,-9.5,163.5,2025-12-07T21:00:00.000Z,Stanford,UNLV,281,322,-1.0,keep,none,,-2.0,1,0,1,0,-9.5,-9.5,-9.5,-9.5
Patriot,72.0,Lafayette,138,210216,Ivy,74.0,Pennsylvania,227,2026,regular,2025-12-08T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-7.0,149.5,-235.0,195.0,-7.5,152.5,2025-12-08T23:00:00.000Z,Pennsylvania,Lafayette,227,138,-1.0,keep,none,,-1.0,0,0,0,0,-7.0,-7.0,-7.5,-7.5
Southland,83.0,Incarnate Word,120,210217,Southland,84.0,New Orleans,193,2026,regular,2025-12-09T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,2.0,149.0,-105.0,-115.0,1.5,150.5,2025-12-09T01:00:00.000Z,New Orleans,Incarnate Word,193,120,,keep,none,,0.0,0,0,0,0,2.0,2.0,1.5,1.5
Southland,83.0,Incarnate Word,120,210217,Southland,84.0,New Orleans,193,2026,regular,2025-12-09T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,2.5,148.5,-105.0,-115.0,1.5,150.5,2025-12-09T01:00:00.000Z,New Orleans,Incarnate Word,193,120,,keep,none,,0.0,0,0,0,0,2.5,2.5,1.5,1.5
Ivy,79.0,Brown,30,210218,Big East,86.0,Providence,235,2026,regular,2025-12-10T00:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-19.5,146.5,-4000.0,1200.0,-17.0,148.0,2025-12-10T00:30:00.000Z,Providence,Brown,235,30,-1.0,keep,none,,-2.0,1,0,1,0,-19.5,-19.5,-17.0,-17.0
Ivy,79.0,Brown,30,210218,Big East,86.0,Providence,235,2026,regular,2025-12-10T00:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-19.5,146.5,,,-15.5,146.5,2025-12-10T00:30:00.000Z,Providence,Brown,235,30,-1.0,keep,none,,-2.0,1,0,1,0,-19.5,-19.5,-15.5,-15.5
MEAC,60.0,Maryland Eastern Shore,159,210219,ACC,84.0,Virginia,339,2026,regular,2025-12-10T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-36.5,134.5,,,-35.5,135.5,2025-12-10T00:00:00.000Z,Virginia,Maryland Eastern Shore,339,159,-1.0,keep,none,,-1.0,0,0,0,0,-36.5,-36.5,-35.5,-35.5
Southland,66.0,McNeese,162,210220,A-10,64.0,Rhode Island,240,2026,regular,2025-12-10T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,2.0,146.0,125.0,-145.0,2.5,142.5,2025-12-10T00:00:00.000Z,Rhode Island,McNeese,240,162,,keep,none,,0.0,0,0,0,0,2.0,2.0,2.5,2.5
Southland,66.0,McNeese,162,210220,A-10,64.0,Rhode Island,240,2026,regular,2025-12-10T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,1.5,145.5,110.0,-130.0,1.5,142.5,2025-12-10T00:00:00.000Z,Rhode Island,McNeese,240,162,,keep,none,,0.0,0,0,0,0,1.5,1.5,1.5,1.5
MEAC,49.0,Morgan State,182,210221,Big East,92.0,DePaul,65,2026,regular,2025-12-10T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-22.5,149.0,-10000.0,1600.0,-22.0,151.5,2025-12-10T01:00:00.000Z,DePaul,Morgan State,65,182,-1.0,keep,none,,-2.0,1,0,1,0,-22.5,-22.5,-22.0,-22.0
