candidate,games,margin_mae,margin_rmse,line_mae_vs_market,straight_up_accuracy,flat_ats_win_rate
A_current_unchanged,335,10.015628690795221,12.44160555115747,2.7541162495433196,0.7044776119402985,0.4626865671641791
B_affine_tournament_calibration,335,9.92367993509198,12.342040099215172,2.4557714286711945,0.6955223880597015,0.44477611940298506
C_separate_ncaa_model,335,9.795788229401431,12.210827824269838,2.7940994795502685,0.7074626865671642,0.4746268656716418
D_postseason_model,335,9.954740419316648,12.23473477625719,2.7203441478493735,0.6865671641791045,0.4507462686567164
E_neutral_postseason_model,335,10.142004475175444,12.482481302851934,3.253146383139055,0.6955223880597015,0.4626865671641791
F_context_layer,335,9.904790309872201,12.390582430978025,2.7385047501997977,0.6985074626865672,0.48059701492537316
G_market_blend_tournament_only,335,9.449184829947573,11.827621426221231,1.0207964227526312,0.7044776119402985,0.48507462686567165
H_reweighted_all_games_model,335,10.066988156669176,12.368660388959192,2.9599494523845795,0.7014925373134329,0.4537313432835821
