model,n_games,n_lined,MAE_all,RMSE_all,MedAE_all,WinAcc_all,MAE_lined,BookMAE_lined,DeltaVsBook_MAE
HistGradientBoosting,36557,32829,9.598416634146458,12.386510011286695,7.805086135864258,0.7403506852312827,9.097075205063197,8.80095342532517,0.29612177973802645
HistGradientBoostingSwapSafeV2,36557,32829,9.598416634146458,12.386510011286695,7.805086135864258,0.7403506852312827,9.097075205063197,8.80095342532517,0.29612177973802645
HistGradientBoostingSwapSafeV2Augmented,36557,32829,9.856405575293456,12.768530641653076,7.9488584995269775,0.7315425226358837,9.272882666229831,8.80095342532517,0.47192924090466093
