n_games,mean_slot_bias,mean_abs_slot_bias,p95_abs_slot_bias,home_slot_adv_share,model
4079,3.101118402562249,3.5599334246177334,8.685028052330015,0.8497180681539593,HistGradientBoosting
4079,3.101118402562249,3.5599334246177334,8.685028052330015,0.8497180681539593,HistGradientBoostingSwapSafeV2
4079,0.0605197886239191,1.0421151397980046,2.693799650669098,0.5212061779848002,HistGradientBoostingSwapSafeV2Augmented
