awayConference,awayScore,awayTeam_x,awayTeamId_x,gameId,homeConference,homeScore,homeTeam_x,homeTeamId_x,season,seasonType,startDate_x,source_key,source_asof,provider,spread,overUnder,homeMoneyline,awayMoneyline,spreadOpen,overUnderOpen,startDate_y,homeTeam_y,awayTeam_y,homeTeamId_y,awayTeamId_y,spread_sign_for_votes,repair_action,repair_confidence,repair_reason,majority_sign_sum,provider_count,homeTeam,awayTeam,homeTeamId,awayTeamId,neutralSite,startDate,confidence,reason_flag,rating_edge
MVC,61.0,Northern Iowa,209,42848,American,58.0,SMU,248,2018,regular,2017-11-23T02:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,8.5,125.0,345.0,-440.0,,,2017-11-23T02:30:00.000Z,SMU,Northern Iowa,248,209,1.0,keep,none,,3.0,3.0,SMU,Northern Iowa,248,209,True,2017-11-23T02:30:00.000Z,low,extreme_rating_context_conflict,28.2421
SoCon,75.0,UNC Greensboro,320,42939,ACC,81.0,Wake Forest,342,2018,regular,2017-11-25T00:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-6.0,147.0,-259.0,216.0,,,2017-11-25T00:00:00.000Z,Wake Forest,UNC Greensboro,342,320,-1.0,keep,none,,-3.0,3.0,Wake Forest,UNC Greensboro,342,320,False,2017-11-25T00:00:00.000Z,low,extreme_rating_context_conflict,-17.908
A-10,63.0,St. Bonaventure,277,42962,Big Ten,61.0,Maryland,160,2018,regular,2017-11-25T02:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-10.0,145.0,-519.0,399.0,,,2017-11-25T02:30:00.000Z,Maryland,St. Bonaventure,160,277,-1.0,keep,none,,-3.0,3.0,Maryland,St. Bonaventure,160,277,True,2017-11-25T02:30:00.000Z,low,extreme_rating_context_conflict,-16.684099999999997
OVC,56.0,Jacksonville State,128,43077,SEC,59.0,Mississippi State,174,2018,regular,2017-11-26T20:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,consensus,-7.5,145.5,-355.0,284.0,,,2017-11-26T20:00:00.000Z,Mississippi State,Jacksonville State,174,128,-1.0,keep,none,,-3.0,3.0,Mississippi State,Jacksonville State,174,128,False,2017-11-26T20:00:00.000Z,low,extreme_rating_context_conflict,-16.1044
Mountain West,73.0,Boise State,25,43322,Pac-12,70.0,Oregon,223,2018,regular,2017-12-02T02:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-47aa9178.parquet,2026-01-30,consensus,-7.0,145.5,-325.0,264.0,,,2017-12-02T02:30:00.000Z,Oregon,Boise State,223,25,-1.0,keep,none,,-3.0,3.0,Oregon,Boise State,223,25,False,2017-12-02T02:30:00.000Z,low,extreme_rating_context_conflict,-17.441100000000002
Big Sky,68.0,Weber State,345,43764,WCC,74.0,BYU,18,2018,regular,2017-12-10T03:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-47aa9178.parquet,2026-01-30,consensus,11.0,145.0,502.0,-704.0,,,2017-12-10T03:00:00.000Z,BYU,Weber State,18,345,1.0,keep,none,,3.0,3.0,BYU,Weber State,18,345,True,2017-12-10T03:00:00.000Z,low,extreme_rating_context_conflict,12.8477
OVC,69.0,Jacksonville State,128,43841,Pac-12,70.0,Oregon State,224,2018,regular,2017-12-13T03:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-47aa9178.parquet,2026-01-30,consensus,-6.0,137.0,-252.0,210.0,,,2017-12-13T03:00:00.000Z,Oregon State,Jacksonville State,224,128,-1.0,keep,none,,-3.0,3.0,Oregon State,Jacksonville State,224,128,False,2017-12-13T03:00:00.000Z,low,extreme_rating_context_conflict,-12.533100000000001
Big West,67.0,UC Irvine,308,44231,Big Sky,59.0,Idaho,117,2018,regular,2017-12-22T02:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-47aa9178.parquet,2026-01-30,consensus,6.0,135.0,220.0,-264.0,,,2017-12-22T02:30:00.000Z,Idaho,UC Irvine,117,308,1.0,keep,none,,3.0,3.0,Idaho,UC Irvine,117,308,True,2017-12-22T02:30:00.000Z,low,extreme_rating_context_conflict,22.2331
SWAC,70.0,Alabama State,6,44244,Big South,87.0,Liberty,142,2018,regular,2017-12-22T18:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-47aa9178.parquet,2026-01-30,consensus,18.0,135.0,,,,,2017-12-22T18:00:00.000Z,Liberty,Alabama State,142,6,1.0,keep,none,,0.0,2.0,Liberty,Alabama State,142,6,True,2017-12-22T18:00:00.000Z,low,extreme_rating_context_conflict,43.646
Big Sky,80.0,North Dakota,201,42299,SWAC,71.0,Arkansas-Pine Bluff,14,2018,regular,2017-11-14T02:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,-14.0,148.5,-1200.0,825.0,,,2017-11-14T02:30:00.000Z,Arkansas-Pine Bluff,North Dakota,14,201,-1.0,keep,none,,-2.0,2.0,Arkansas-Pine Bluff,North Dakota,14,201,True,2017-11-14T02:30:00.000Z,low,extreme_rating_context_conflict,-25.6406
SEC,83.0,Auburn,16,42422,MVC,64.0,Indiana State,122,2018,regular,2017-11-16T16:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,7.5,163.0,270.0,-325.0,,,2017-11-16T16:30:00.000Z,Indiana State,Auburn,122,16,1.0,keep,none,,2.0,2.0,Indiana State,Auburn,122,16,True,2017-11-16T16:30:00.000Z,low,extreme_rating_context_conflict,20.124200000000002
CAA,84.0,Drexel,71,42475,American,80.0,Houston,113,2018,regular,2017-11-17T19:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,13.5,148.0,775.0,-1100.0,,,2017-11-17T19:30:00.000Z,Houston,Drexel,113,71,1.0,keep,none,,1.0,1.0,Houston,Drexel,113,71,True,2017-11-17T19:30:00.000Z,low,extreme_rating_context_conflict,45.233000000000004
CAA,78.0,James Madison,129,42478,Horizon,87.0,Northern Kentucky,210,2018,regular,2017-11-17T22:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,8.0,146.5,270.0,-325.0,,,2017-11-17T22:00:00.000Z,Northern Kentucky,James Madison,210,129,1.0,keep,none,,2.0,2.0,Northern Kentucky,James Madison,210,129,True,2017-11-17T22:00:00.000Z,low,extreme_rating_context_conflict,40.0294
Am. East,46.0,Maine,154,42566,Sun Belt,68.0,South Alabama,265,2018,regular,2017-11-18T22:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,7.5,143.0,275.0,-330.0,,,2017-11-18T22:00:00.000Z,South Alabama,Maine,265,154,1.0,keep,none,,1.0,1.0,South Alabama,Maine,265,154,True,2017-11-18T22:00:00.000Z,low,extreme_rating_context_conflict,49.6073
CUSA,52.0,Florida Atlantic,86,42692,CAA,76.0,Towson,301,2018,regular,2017-11-21T00:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,8.0,144.5,290.0,-350.0,,,2017-11-21T00:30:00.000Z,Towson,Florida Atlantic,301,86,1.0,keep,none,,0.0,2.0,Towson,Florida Atlantic,301,86,True,2017-11-21T00:30:00.000Z,low,extreme_rating_context_conflict,45.2958
Summit,64.0,Oral Roberts,222,42699,Big Sky,69.0,Montana,179,2018,regular,2017-11-21T01:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,9.5,148.5,405.0,-500.0,,,2017-11-21T01:00:00.000Z,Montana,Oral Roberts,179,222,1.0,keep,none,,0.0,2.0,Montana,Oral Roberts,179,222,True,2017-11-21T01:00:00.000Z,low,extreme_rating_context_conflict,31.4787
MVC,69.0,Missouri State,176,42718,MAAC,65.0,Manhattan,155,2018,regular,2017-11-21T16:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,-8.0,144.0,-370.0,310.0,,,2017-11-21T16:00:00.000Z,Manhattan,Missouri State,155,176,-1.0,keep,none,,-2.0,2.0,Manhattan,Missouri State,155,176,True,2017-11-21T16:00:00.000Z,low,extreme_rating_context_conflict,-21.8432
Big Sky,47.0,Sacramento State,249,42778,Big West,64.0,UC Davis,307,2018,regular,2017-11-22T03:05:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,7.5,133.0,250.0,-300.0,,,2017-11-22T03:05:00.000Z,UC Davis,Sacramento State,307,249,1.0,keep,none,,2.0,2.0,UC Davis,Sacramento State,307,249,True,2017-11-22T03:05:00.000Z,low,extreme_rating_context_conflict,20.8914
Big West,73.0,Cal Poly,35,42803,CAA,68.0,Charleston,46,2018,regular,2017-11-22T21:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,11.5,132.5,775.0,-1100.0,,,2017-11-22T21:00:00.000Z,Charleston,Cal Poly,46,35,1.0,keep,none,,1.0,1.0,Charleston,Cal Poly,46,35,True,2017-11-22T21:00:00.000Z,low,extreme_rating_context_conflict,15.9908
Pac-12,84.0,Arizona,11,42827,ACC,90.0,NC State,185,2018,regular,2017-11-23T00:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,-12.5,151.5,-800.0,600.0,,,2017-11-23T00:00:00.000Z,NC State,Arizona,185,11,-1.0,keep,none,,0.0,2.0,NC State,Arizona,185,11,True,2017-11-23T00:00:00.000Z,low,extreme_rating_context_conflict,-27.898200000000003
Big Ten,73.0,Purdue,236,42873,CUSA,77.0,Western Kentucky,350,2018,regular,2017-11-24T00:00:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,-19.0,148.0,,,,,2017-11-24T00:00:00.000Z,Western Kentucky,Purdue,350,236,-1.0,keep,none,,0.0,2.0,Western Kentucky,Purdue,350,236,True,2017-11-24T00:00:00.000Z,low,extreme_rating_context_conflict,-41.8212
Big Ten,73.0,Michigan State,169,42883,Big East,51.0,DePaul,65,2018,regular,2017-11-24T04:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,-13.0,148.5,-950.0,700.0,,,2017-11-24T04:30:00.000Z,DePaul,Michigan State,65,169,-1.0,keep,none,,0.0,2.0,DePaul,Michigan State,65,169,True,2017-11-24T04:30:00.000Z,low,extreme_rating_context_conflict,-25.5824
SEC,71.0,Alabama,5,42904,WCC,59.0,BYU,18,2018,regular,2017-11-24T19:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,-8.5,151.0,-360.0,300.0,,,2017-11-24T19:30:00.000Z,BYU,Alabama,18,5,-1.0,keep,none,,-2.0,2.0,BYU,Alabama,18,5,True,2017-11-24T19:30:00.000Z,low,extreme_rating_context_conflict,-12.249300000000002
MAAC,84.0,Fairfield,83,42918,ASUN,92.0,Jacksonville,127,2018,regular,2017-11-24T21:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,-8.5,148.5,-405.0,335.0,,,2017-11-24T21:30:00.000Z,Jacksonville,Fairfield,127,83,-1.0,keep,none,,-1.0,1.0,Jacksonville,Fairfield,127,83,True,2017-11-24T21:30:00.000Z,low,extreme_rating_context_conflict,-15.0967
MAC,67.0,Kent State,134,42942,MVC,77.0,Valparaiso,335,2018,regular,2017-11-25T00:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,6.5,146.5,225.0,-265.0,,,2017-11-25T00:30:00.000Z,Valparaiso,Kent State,335,134,1.0,keep,none,,1.0,1.0,Valparaiso,Kent State,335,134,True,2017-11-25T00:30:00.000Z,low,extreme_rating_context_conflict,31.6055
CAA,70.0,UNC Wilmington,321,43028,MVC,79.0,Valparaiso,335,2018,regular,2017-11-26T00:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,8.0,157.0,315.0,-375.0,,,2017-11-26T00:30:00.000Z,Valparaiso,UNC Wilmington,335,321,1.0,keep,none,,1.0,1.0,Valparaiso,UNC Wilmington,335,321,True,2017-11-26T00:30:00.000Z,low,extreme_rating_context_conflict,31.6403
Summit,62.0,South Dakota,269,43029,Big Sky,63.0,Northern Colorado,207,2018,regular,2017-11-26T00:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,-8.5,153.5,-450.0,375.0,,,2017-11-26T00:30:00.000Z,Northern Colorado,South Dakota,207,269,-1.0,keep,none,,-2.0,2.0,Northern Colorado,South Dakota,207,269,True,2017-11-26T00:30:00.000Z,low,extreme_rating_context_conflict,-29.794400000000003
MAAC,81.0,Canisius,42,43044,SWAC,58.0,Arkansas-Pine Bluff,14,2018,regular,2017-11-26T04:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-60ef7637.parquet,2026-01-30,numberfire,-12.5,141.5,-900.0,675.0,,,2017-11-26T04:30:00.000Z,Arkansas-Pine Bluff,Canisius,14,42,-1.0,keep,none,,-2.0,2.0,Arkansas-Pine Bluff,Canisius,14,42,True,2017-11-26T04:30:00.000Z,low,extreme_rating_context_conflict,-15.394000000000002
A-10,58.0,La Salle,137,43332,Patriot,54.0,Holy Cross,111,2018,regular,2017-12-02T14:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-47aa9178.parquet,2026-01-30,numberfire,-10.0,,,,,,2017-12-02T14:30:00.000Z,Holy Cross,La Salle,111,137,-1.0,keep,none,,0.0,2.0,Holy Cross,La Salle,111,137,True,2017-12-02T14:30:00.000Z,low,extreme_rating_context_conflict,-21.950499999999998
Big Ten,80.0,Indiana,121,43929,ACC,77.0,Notre Dame,213,2018,regular,2017-12-16T19:30:00.000Z,bronze/lines/season=2018/asof=2026-01-30/part-47aa9178.parquet,2026-01-30,numberfire,6.0,143.5,235.0,-280.0,,,2017-12-16T19:30:00.000Z,Notre Dame,Indiana,213,121,1.0,keep,none,,0.0,2.0,Notre Dame,Indiana,213,121,True,2017-12-16T19:30:00.000Z,low,extreme_rating_context_conflict,14.7673
Summit,58.0,North Dakota,201,36455,SEC,96.0,Kentucky,135,2019,regular,2018-11-15T02:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-26.0,152.5,,,,,2018-11-15T02:00:00.000Z,Kentucky,North Dakota,135,201,-1.0,keep,none,,-3.0,3.0,Kentucky,North Dakota,135,201,False,2018-11-15T02:00:00.000Z,low,extreme_rating_context_conflict,-20.3963
OVC,99.0,Morehead State,181,36517,WAC,89.0,Kansas City,130,2019,regular,2018-11-16T22:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-6.0,148.0,-251.0,206.0,,,2018-11-16T22:00:00.000Z,Kansas City,Morehead State,130,181,-1.0,keep,none,,0.0,2.0,Kansas City,Morehead State,130,181,True,2018-11-16T22:00:00.000Z,low,extreme_rating_context_conflict,-56.554899999999996
Big South,60.0,High Point,109,36520,Summit,56.0,South Dakota,269,2019,regular,2018-11-16T23:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,7.5,143.5,272.0,-344.0,,,2018-11-16T23:00:00.000Z,South Dakota,High Point,269,109,1.0,keep,none,,3.0,3.0,South Dakota,High Point,269,109,True,2018-11-16T23:00:00.000Z,low,extreme_rating_context_conflict,32.3719
SEC,76.0,Ole Miss,220,36564,Big East,83.0,Butler,34,2019,regular,2018-11-17T01:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-9.5,150.0,-482.0,371.0,,,2018-11-17T01:00:00.000Z,Butler,Ole Miss,34,220,-1.0,keep,none,,-3.0,3.0,Butler,Ole Miss,34,220,False,2018-11-17T01:00:00.000Z,low,extreme_rating_context_conflict,-27.3545
MAAC,72.0,Niagara,194,36574,Mountain West,67.0,Wyoming,358,2019,regular,2018-11-17T02:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-7.5,159.5,-321.0,257.0,,,2018-11-17T02:00:00.000Z,Wyoming,Niagara,358,194,-1.0,keep,none,,-3.0,3.0,Wyoming,Niagara,358,194,False,2018-11-17T02:00:00.000Z,low,extreme_rating_context_conflict,-14.5519
SoCon,76.0,Furman,93,36619,Big East,68.0,Villanova,338,2019,regular,2018-11-17T22:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-16.5,147.0,-811.0,667.0,,,2018-11-17T22:00:00.000Z,Villanova,Furman,338,93,-1.0,keep,none,,-3.0,3.0,Villanova,Furman,338,93,False,2018-11-17T22:00:00.000Z,low,extreme_rating_context_conflict,-36.837
CUSA,71.0,Florida Atlantic,86,36656,Southland,68.0,Incarnate Word,120,2019,regular,2018-11-18T19:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,9.5,145.5,372.0,-480.0,,,2018-11-18T19:00:00.000Z,Incarnate Word,Florida Atlantic,120,86,1.0,keep,none,,2.0,2.0,Incarnate Word,Florida Atlantic,120,86,True,2018-11-18T19:00:00.000Z,low,extreme_rating_context_conflict,30.8039
A-10,90.0,Saint Joseph's,251,36670,Big 12,97.0,West Virginia,347,2019,regular,2018-11-18T21:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-6.0,141.0,-289.0,238.0,,,2018-11-18T21:00:00.000Z,West Virginia,Saint Joseph's,347,251,-1.0,keep,none,,-3.0,3.0,West Virginia,Saint Joseph's,347,251,True,2018-11-18T21:00:00.000Z,low,extreme_rating_context_conflict,-33.4369
Big Sky,68.0,Northern Arizona,206,36697,Big West,85.0,Hawai'i,108,2019,regular,2018-11-19T03:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-9.0,142.5,-454.0,352.0,,,2018-11-19T03:00:00.000Z,Hawai'i,Northern Arizona,108,206,-1.0,keep,none,,-3.0,3.0,Hawai'i,Northern Arizona,108,206,False,2018-11-19T03:00:00.000Z,low,extreme_rating_context_conflict,-12.4906
MAC,69.0,Akron,3,36700,ACC,72.0,Clemson,52,2019,regular,2018-11-19T16:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-12.5,140.5,-960.0,620.0,,,2018-11-19T16:00:00.000Z,Clemson,Akron,52,3,-1.0,keep,none,,-3.0,3.0,Clemson,Akron,52,3,True,2018-11-19T16:00:00.000Z,low,extreme_rating_context_conflict,-19.432699999999997
CUSA,56.0,UTSA,328,36702,Big West,65.0,UC Irvine,308,2019,regular,2018-11-19T18:30:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,10.5,138.0,473.0,-666.0,,,2018-11-19T18:30:00.000Z,UC Irvine,UTSA,308,328,1.0,keep,none,,-1.0,3.0,UC Irvine,UTSA,308,328,True,2018-11-19T18:30:00.000Z,low,extreme_rating_context_conflict,27.6622
OVC,58.0,Southeast Missouri State,272,36741,Sun Belt,79.0,South Alabama,265,2019,regular,2018-11-20T01:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-6.0,144.5,-251.0,205.0,,,2018-11-20T01:00:00.000Z,South Alabama,Southeast Missouri State,265,272,-1.0,keep,none,,-3.0,3.0,South Alabama,Southeast Missouri State,265,272,False,2018-11-20T01:00:00.000Z,low,extreme_rating_context_conflict,-27.3558
ACC,64.0,Clemson,52,36764,SEC,49.0,Georgia,98,2019,regular,2018-11-20T18:30:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-6.0,144.5,-253.0,207.0,,,2018-11-20T18:30:00.000Z,Georgia,Clemson,98,52,-1.0,keep,none,,-3.0,3.0,Georgia,Clemson,98,52,True,2018-11-20T18:30:00.000Z,low,extreme_rating_context_conflict,-12.187
Big East,83.0,Villanova,338,36887,MAAC,56.0,Canisius,42,2019,regular,2018-11-22T18:30:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,13.5,148.5,740.0,-1258.0,,,2018-11-22T18:30:00.000Z,Canisius,Villanova,42,338,1.0,keep,none,,3.0,3.0,Canisius,Villanova,42,338,True,2018-11-22T18:30:00.000Z,low,extreme_rating_context_conflict,14.6978
Horizon,78.0,Detroit Mercy,69,36985,MAC,74.0,Eastern Michigan,79,2019,regular,2018-11-24T19:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-10.5,139.5,-676.0,471.0,,,2018-11-24T19:00:00.000Z,Eastern Michigan,Detroit Mercy,79,69,-1.0,keep,none,,-3.0,3.0,Eastern Michigan,Detroit Mercy,79,69,False,2018-11-24T19:00:00.000Z,low,extreme_rating_context_conflict,-21.3811
CUSA,57.0,North Texas,204,37140,Big 12,73.0,Oklahoma,217,2019,regular,2018-11-28T01:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,consensus,-9.0,137.5,-439.0,340.0,,,2018-11-28T01:00:00.000Z,Oklahoma,North Texas,217,204,-1.0,keep,none,,-3.0,3.0,Oklahoma,North Texas,217,204,False,2018-11-28T01:00:00.000Z,low,extreme_rating_context_conflict,-13.1568
MEAC,72.0,South Carolina State,267,36391,Big South,89.0,Charleston Southern,47,2019,regular,2018-11-14T00:30:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,-12.5,149.0,,,,,2018-11-14T00:30:00.000Z,Charleston Southern,South Carolina State,47,267,-1.0,keep,none,,-2.0,2.0,Charleston Southern,South Carolina State,47,267,False,2018-11-14T00:30:00.000Z,low,extreme_rating_context_conflict,-33.7308
Patriot,62.0,Boston University,27,36595,MAC,80.0,Eastern Michigan,79,2019,regular,2018-11-17T19:30:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,-7.5,138.0,-350.0,270.0,,,2018-11-17T19:30:00.000Z,Eastern Michigan,Boston University,79,27,-1.0,keep,none,,-2.0,2.0,Eastern Michigan,Boston University,79,27,False,2018-11-17T19:30:00.000Z,low,extreme_rating_context_conflict,-28.749499999999998
ASUN,57.0,Stetson,283,36618,Southland,69.0,SE Louisiana,246,2019,regular,2018-11-17T22:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,-7.5,147.0,-350.0,270.0,,,2018-11-17T22:00:00.000Z,SE Louisiana,Stetson,246,283,-1.0,keep,none,,-2.0,2.0,SE Louisiana,Stetson,246,283,False,2018-11-17T22:00:00.000Z,low,extreme_rating_context_conflict,-30.009
NEC,79.0,Bryant,31,36658,Patriot,83.0,Navy,187,2019,regular,2018-11-18T19:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,-8.5,142.5,-440.0,330.0,,,2018-11-18T19:00:00.000Z,Navy,Bryant,187,31,-1.0,keep,none,,-2.0,2.0,Navy,Bryant,187,31,False,2018-11-18T19:00:00.000Z,low,extreme_rating_context_conflict,-30.101
MEAC,69.0,Howard,114,36740,MVC,83.0,Southern Illinois,273,2019,regular,2018-11-20T01:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,-17.0,140.0,-2500.0,1275.0,,,2018-11-20T01:00:00.000Z,Southern Illinois,Howard,273,114,-1.0,keep,none,,-2.0,2.0,Southern Illinois,Howard,273,114,False,2018-11-20T01:00:00.000Z,low,extreme_rating_context_conflict,-12.8849
ASUN,70.0,Liberty,142,36744,SEC,79.0,Vanderbilt,336,2019,regular,2018-11-20T01:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,-11.5,140.0,-740.0,520.0,,,2018-11-20T01:00:00.000Z,Vanderbilt,Liberty,336,142,-1.0,keep,none,,-2.0,2.0,Vanderbilt,Liberty,336,142,False,2018-11-20T01:00:00.000Z,low,extreme_rating_context_conflict,-20.1375
Southland,59.0,SE Louisiana,246,36806,SWAC,69.0,Mississippi Valley State,175,2019,regular,2018-11-21T01:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,7.0,139.5,245.0,-320.0,,,2018-11-21T01:00:00.000Z,Mississippi Valley State,SE Louisiana,175,246,1.0,keep,none,,2.0,2.0,Mississippi Valley State,SE Louisiana,175,246,False,2018-11-21T01:00:00.000Z,low,extreme_rating_context_conflict,17.4119
MAAC,60.0,Marist,156,36811,Southland,64.0,Stephen F. Austin,282,2019,regular,2018-11-21T01:30:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,-8.5,143.0,-490.0,360.0,,,2018-11-21T01:30:00.000Z,Stephen F. Austin,Marist,282,156,-1.0,keep,none,,-2.0,2.0,Stephen F. Austin,Marist,282,156,False,2018-11-21T01:30:00.000Z,low,extreme_rating_context_conflict,-41.0691
SoCon,84.0,UNC Greensboro,320,36944,CAA,65.0,Delaware,66,2019,regular,2018-11-24T00:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,6.5,136.5,225.0,-285.0,,,2018-11-24T00:00:00.000Z,Delaware,UNC Greensboro,66,320,1.0,keep,none,,2.0,2.0,Delaware,UNC Greensboro,66,320,False,2018-11-24T00:00:00.000Z,low,extreme_rating_context_conflict,15.8978
Am. East,50.0,Maine,154,37060,MAAC,58.0,Quinnipiac,238,2019,regular,2018-11-25T19:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-9579a0e4.parquet,2026-01-30,numberfire,-6.0,132.5,-260.0,205.0,,,2018-11-25T19:00:00.000Z,Quinnipiac,Maine,238,154,-1.0,keep,none,,-2.0,2.0,Quinnipiac,Maine,238,154,False,2018-11-25T19:00:00.000Z,low,extreme_rating_context_conflict,-20.1889
Big South,77.0,South Carolina Upstate,268,37519,OVC,79.0,Eastern Kentucky,78,2019,regular,2018-12-06T00:30:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-4ea57d22.parquet,2026-01-30,numberfire,-9.5,162.5,-510.0,380.0,,,2018-12-06T00:30:00.000Z,Eastern Kentucky,South Carolina Upstate,78,268,-1.0,keep,none,,-2.0,2.0,Eastern Kentucky,South Carolina Upstate,78,268,False,2018-12-06T00:30:00.000Z,low,extreme_rating_context_conflict,-17.8533
SWAC,55.0,Alabama State,6,38084,ASUN,73.0,Liberty,142,2019,regular,2018-12-21T17:00:00.000Z,bronze/lines/season=2019/asof=2026-01-30/part-4ea57d22.parquet,2026-01-30,numberfire,17.0,136.5,1225.0,-2350.0,,,2018-12-21T17:00:00.000Z,Liberty,Alabama State,142,6,1.0,keep,none,,0.0,2.0,Liberty,Alabama State,142,6,True,2018-12-21T17:00:00.000Z,low,extreme_rating_context_conflict,31.2321
