awayConference,awayScore,awayTeam_x,awayTeamId_x,gameId,homeConference,homeScore,homeTeam_x,homeTeamId_x,season,seasonType,startDate_x,source_key,source_asof,provider,spread,overUnder,homeMoneyline,awayMoneyline,spreadOpen,overUnderOpen,startDate_y,homeTeam_y,awayTeam_y,homeTeamId_y,awayTeamId_y,spread_sign_for_votes,repair_action,repair_confidence,repair_reason,majority_sign_sum,provider_count,homeTeam,awayTeam,homeTeamId,awayTeamId,neutralSite,startDate,confidence,reason_flag,rating_edge
WCC,71.0,Loyola Marymount,153,795,A-10,77.0,Saint Louis,252,2025,regular,2024-11-17T01:00:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-2bc1b527.parquet,2026-01-30,ESPN BET,-6.5,154.5,-275.0,220.0,,,2024-11-17T01:00:00.000Z,Saint Louis,Loyola Marymount,252,153,-1.0,keep,none,,-1.0,1.0,Saint Louis,Loyola Marymount,252,153,False,2024-11-17T01:00:00.000Z,low,extreme_rating_context_conflict,-17.1445
SoCon,87.0,Chattanooga,49,820,OVC,82.0,Southeast Missouri State,272,2025,regular,2024-11-17T20:00:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-2bc1b527.parquet,2026-01-30,ESPN BET,8.5,145.5,300.0,-385.0,,,2024-11-17T20:00:00.000Z,Southeast Missouri State,Chattanooga,272,49,1.0,keep,none,,1.0,1.0,Southeast Missouri State,Chattanooga,272,49,False,2024-11-17T20:00:00.000Z,low,extreme_rating_context_conflict,13.3698
Big West,54.0,UC Riverside,309,922,WCC,96.0,Santa Clara,261,2025,regular,2024-11-20T03:00:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-2bc1b527.parquet,2026-01-30,ESPN BET,-9.5,151.5,-450.0,340.0,,,2024-11-20T03:00:00.000Z,Santa Clara,UC Riverside,261,309,-1.0,keep,none,,-1.0,1.0,Santa Clara,UC Riverside,261,309,False,2024-11-20T03:00:00.000Z,low,extreme_rating_context_conflict,-36.2562
Am. East,66.0,Maine,154,947,A-10,70.0,Richmond,242,2025,regular,2024-11-21T00:00:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-2bc1b527.parquet,2026-01-30,ESPN BET,-8.5,129.5,-425.0,320.0,,,2024-11-21T00:00:00.000Z,Richmond,Maine,242,154,-1.0,keep,none,,-1.0,1.0,Richmond,Maine,242,154,False,2024-11-21T00:00:00.000Z,low,extreme_rating_context_conflict,-20.0297
OVC,77.0,UT Martin,325,1004,Southland,81.0,Texas A&M-Corpus Christi,294,2025,regular,2024-11-22T01:00:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-2bc1b527.parquet,2026-01-30,ESPN BET,-11.5,155.5,-800.0,500.0,,,2024-11-22T01:00:00.000Z,Texas A&M-Corpus Christi,UT Martin,294,325,-1.0,keep,none,,-1.0,1.0,Texas A&M-Corpus Christi,UT Martin,294,325,False,2024-11-22T01:00:00.000Z,low,extreme_rating_context_conflict,-16.266
Big South,89.0,Longwood,147,1030,American,81.0,UAB,305,2025,regular,2024-11-22T17:30:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-2bc1b527.parquet,2026-01-30,ESPN BET,-7.5,147.5,-340.0,270.0,,,2024-11-22T17:30:00.000Z,UAB,Longwood,305,147,-1.0,keep,none,,-1.0,1.0,UAB,Longwood,305,147,True,2024-11-22T17:30:00.000Z,low,extreme_rating_context_conflict,-20.6321
A-10,71.0,George Washington,96,1083,Big 12,83.0,Kansas State,132,2025,regular,2024-11-23T01:00:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-2bc1b527.parquet,2026-01-30,ESPN BET,-8.5,149.5,-450.0,340.0,,,2024-11-23T01:00:00.000Z,Kansas State,George Washington,132,96,-1.0,keep,none,,-1.0,1.0,Kansas State,George Washington,132,96,True,2024-11-23T01:00:00.000Z,low,extreme_rating_context_conflict,-13.2651
American,83.0,UAB,305,1121,MVC,84.0,Illinois State,119,2025,regular,2024-11-23T20:00:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-2bc1b527.parquet,2026-01-30,ESPN BET,7.5,145.5,250.0,-300.0,,,2024-11-23T20:00:00.000Z,Illinois State,UAB,119,305,1.0,keep,none,,1.0,1.0,Illinois State,UAB,119,305,True,2024-11-23T20:00:00.000Z,low,extreme_rating_context_conflict,25.4322
OVC,53.0,Eastern Illinois,77,1173,MVC,81.0,Valparaiso,335,2025,regular,2024-11-24T19:00:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-2bc1b527.parquet,2026-01-30,ESPN BET,-6.5,141.5,-275.0,225.0,,,2024-11-24T19:00:00.000Z,Valparaiso,Eastern Illinois,335,77,-1.0,keep,none,,-1.0,1.0,Valparaiso,Eastern Illinois,335,77,False,2024-11-24T19:00:00.000Z,low,extreme_rating_context_conflict,-20.7596
SWAC,70.0,Southern,274,1816,American,66.0,Tulsa,304,2025,regular,2024-12-07T20:00:00.000Z,bronze/lines/season=2025/asof=2026-01-30/part-23404e0d.parquet,2026-01-30,ESPN BET,-6.5,141.5,-300.0,250.0,,,2024-12-07T20:00:00.000Z,Tulsa,Southern,304,274,-1.0,keep,none,,-1.0,1.0,Tulsa,Southern,304,274,False,2024-12-07T20:00:00.000Z,low,extreme_rating_context_conflict,-15.7359
MAC,72.0,Central Michigan,45,210107,A-10,83.0,Loyola Chicago,151,2026,regular,2025-12-03T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,-6.5,138.5,,,-5.5,,2025-12-03T01:00:00.000Z,Loyola Chicago,Central Michigan,151,45,-1.0,keep,none,,-2.0,2.0,Loyola Chicago,Central Michigan,151,45,False,2025-12-03T01:00:00.000Z,low,extreme_rating_context_conflict,-13.528300000000002
Big 12,82.0,Texas Tech,298,210361,ACC,81.0,Duke,72,2026,regular,2025-12-21T01:10:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Draft Kings,8.5,152.5,,,8.5,150.5,2025-12-21T01:10:00.000Z,Duke,Texas Tech,72,298,1.0,keep,none,,2.0,2.0,Duke,Texas Tech,72,298,True,2025-12-21T01:10:00.000Z,low,extreme_rating_context_conflict,26.1618
Ivy,62.0,Columbia,58,209859,Big East,89.0,UConn,314,2026,regular,2025-11-10T23:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-33.5,155.5,,,-31.5,155.5,2025-11-10T23:30:00.000Z,UConn,Columbia,314,58,-1.0,keep,none,,-2.0,2.0,UConn,Columbia,314,58,False,2025-11-10T23:30:00.000Z,low,extreme_rating_context_conflict,-29.201300000000003
CAA,50.0,Drexel,71,209907,ACC,80.0,Syracuse,286,2026,regular,2025-11-15T20:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,12.5,145.5,1100.0,-2500.0,15.5,,2025-11-15T20:30:00.000Z,Syracuse,Drexel,286,71,1.0,keep,none,,2.0,2.0,Syracuse,Drexel,286,71,True,2025-11-15T20:30:00.000Z,low,extreme_rating_context_conflict,56.0343
Big East,85.0,Butler,34,209908,ACC,87.0,SMU,248,2026,regular,2025-11-15T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-7.5,163.5,-320.0,260.0,-6.5,,2025-11-15T19:00:00.000Z,SMU,Butler,248,34,-1.0,keep,none,,-2.0,2.0,SMU,Butler,248,34,False,2025-11-15T19:00:00.000Z,low,extreme_rating_context_conflict,-15.4859
MVC,83.0,Belmont,22,209922,Summit,60.0,Oral Roberts,222,2026,regular,2025-11-16T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,7.5,171.5,280.0,-360.0,7.5,172.5,2025-11-16T01:00:00.000Z,Oral Roberts,Belmont,222,22,1.0,keep,none,,2.0,2.0,Oral Roberts,Belmont,222,22,False,2025-11-16T01:00:00.000Z,low,extreme_rating_context_conflict,13.543800000000001
Ivy,75.0,Harvard,107,209925,Patriot,52.0,Army,15,2026,regular,2025-11-15T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,6.5,146.5,210.0,-250.0,6.5,148.5,2025-11-15T19:00:00.000Z,Army,Harvard,15,107,1.0,keep,none,,2.0,2.0,Army,Harvard,15,107,False,2025-11-15T19:00:00.000Z,low,extreme_rating_context_conflict,18.802400000000002
ACC,68.0,Miami,168,209936,SEC,82.0,Florida,87,2026,regular,2025-11-17T01:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-10.5,171.5,-800.0,500.0,-10.5,168.5,2025-11-17T01:30:00.000Z,Florida,Miami,87,168,-1.0,keep,none,,-2.0,2.0,Florida,Miami,87,168,True,2025-11-17T01:30:00.000Z,low,extreme_rating_context_conflict,-17.3038
Big East,80.0,Butler,34,210017,ACC,73.0,Virginia,339,2026,regular,2025-11-23T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,6.5,155.5,250.0,-300.0,6.5,154.5,2025-11-23T19:00:00.000Z,Virginia,Butler,339,34,1.0,keep,none,,2.0,2.0,Virginia,Butler,339,34,True,2025-11-23T19:00:00.000Z,low,extreme_rating_context_conflict,12.536399999999997
Am. East,45.0,Bryant,31,212919,ACC,74.0,Georgia Tech,101,2026,regular,2025-11-08T00:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-15.5,138.5,-2500.0,1100.0,-15.5,143.5,2025-11-08T00:30:00.000Z,Georgia Tech,Bryant,101,31,-1.0,keep,none,,-2.0,2.0,Georgia Tech,Bryant,101,31,False,2025-11-08T00:30:00.000Z,low,extreme_rating_context_conflict,-16.8032
Big West,93.0,Cal State Northridge,38,213003,Summit,85.0,North Dakota,201,2026,regular,2025-11-09T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,6.5,158.5,170.0,-200.0,4.5,156.5,2025-11-09T19:00:00.000Z,North Dakota,Cal State Northridge,201,38,1.0,keep,none,,2.0,2.0,North Dakota,Cal State Northridge,201,38,False,2025-11-09T19:00:00.000Z,low,extreme_rating_context_conflict,15.247
NEC,73.0,New Haven,1507,213013,Am. East,67.0,UMass Lowell,318,2026,regular,2025-11-10T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-10.5,142.5,-700.0,450.0,-10.5,145.5,2025-11-10T23:00:00.000Z,UMass Lowell,New Haven,318,1507,-1.0,keep,none,,-2.0,2.0,UMass Lowell,New Haven,318,1507,False,2025-11-10T23:00:00.000Z,low,extreme_rating_context_conflict,-53.5329
A-10,63.0,La Salle,137,213060,American,90.0,Temple,289,2026,regular,2025-11-12T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-6.5,148.5,-215.0,180.0,-5.5,150.5,2025-11-12T00:00:00.000Z,Temple,La Salle,289,137,-1.0,keep,none,,-2.0,2.0,Temple,La Salle,289,137,False,2025-11-12T00:00:00.000Z,low,extreme_rating_context_conflict,-21.288500000000003
NEC,61.0,Wagner,341,213077,A-10,63.0,Fordham,91,2026,regular,2025-11-12T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-12.5,139.5,-450.0,340.0,-9.5,136.5,2025-11-12T00:00:00.000Z,Fordham,Wagner,91,341,-1.0,keep,none,,-2.0,2.0,Fordham,Wagner,91,341,False,2025-11-12T00:00:00.000Z,low,extreme_rating_context_conflict,-18.185000000000002
Big Ten,60.0,Minnesota,173,213086,SEC,83.0,Missouri,177,2026,regular,2025-11-13T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-7.5,158.5,-300.0,250.0,-6.5,156.5,2025-11-13T01:00:00.000Z,Missouri,Minnesota,177,173,-1.0,keep,none,,-2.0,2.0,Missouri,Minnesota,177,173,False,2025-11-13T01:00:00.000Z,low,extreme_rating_context_conflict,-31.4351
Big 12,86.0,UCF,312,213141,SEC,74.0,Texas A&M,293,2026,regular,2025-11-15T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-10.5,173.5,-650.0,425.0,-9.5,168.5,2025-11-15T01:00:00.000Z,Texas A&M,UCF,293,312,-1.0,keep,none,,-1.0,1.0,Texas A&M,UCF,293,312,False,2025-11-15T01:00:00.000Z,low,extreme_rating_context_conflict,-13.352999999999998
Big Sky,70.0,Weber State,345,213169,Big West,79.0,UC Irvine,308,2026,regular,2025-11-16T03:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-11.5,150.5,-425.0,320.0,-8.5,149.5,2025-11-16T03:00:00.000Z,UC Irvine,Weber State,308,345,-1.0,keep,none,,-1.0,1.0,UC Irvine,Weber State,308,345,False,2025-11-16T03:00:00.000Z,low,extreme_rating_context_conflict,-19.2992
SWAC,51.0,Jackson State,126,213171,CUSA,68.0,Louisiana Tech,149,2026,regular,2025-11-16T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-8.5,146.5,-450.0,340.0,-8.5,,2025-11-16T00:00:00.000Z,Louisiana Tech,Jackson State,149,126,-1.0,keep,none,,-2.0,2.0,Louisiana Tech,Jackson State,149,126,False,2025-11-16T00:00:00.000Z,low,extreme_rating_context_conflict,-14.348300000000002
Big South,60.0,South Carolina Upstate,268,213181,CAA,73.0,UNC Wilmington,321,2026,regular,2025-11-16T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-15.5,155.5,-1400.0,750.0,-13.5,,2025-11-16T00:00:00.000Z,UNC Wilmington,South Carolina Upstate,321,268,-1.0,keep,none,,-1.0,1.0,UNC Wilmington,South Carolina Upstate,321,268,False,2025-11-16T00:00:00.000Z,low,extreme_rating_context_conflict,-18.9707
Big South,90.0,High Point,109,213341,MVC,80.0,UIC,315,2026,regular,2025-11-20T19:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-8.5,157.5,-450.0,340.0,-8.5,154.5,2025-11-20T19:30:00.000Z,UIC,High Point,315,109,-1.0,keep,none,,-2.0,2.0,UIC,High Point,315,109,True,2025-11-20T19:30:00.000Z,low,extreme_rating_context_conflict,-20.337400000000002
Big Ten,84.0,Nebraska,188,213343,Mountain West,72.0,New Mexico,191,2026,regular,2025-11-21T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-8.5,152.5,-275.0,225.0,-6.5,152.5,2025-11-21T00:00:00.000Z,New Mexico,Nebraska,191,188,-1.0,keep,none,,-2.0,2.0,New Mexico,Nebraska,191,188,True,2025-11-21T00:00:00.000Z,low,extreme_rating_context_conflict,-28.645400000000002
ASUN,83.0,North Florida,203,213391,Sun Belt,92.0,Southern Miss,275,2026,regular,2025-11-23T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,9.5,154.5,250.0,-300.0,6.5,161.5,2025-11-23T01:00:00.000Z,Southern Miss,North Florida,275,203,1.0,keep,none,,2.0,2.0,Southern Miss,North Florida,275,203,False,2025-11-23T01:00:00.000Z,low,extreme_rating_context_conflict,25.6024
Summit,80.0,St. Thomas-Minnesota,280,213407,Big West,88.0,Cal State Fullerton,37,2026,regular,2025-11-22T22:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-11.5,162.5,-650.0,425.0,-10.5,162.5,2025-11-22T22:30:00.000Z,Cal State Fullerton,St. Thomas-Minnesota,37,280,-1.0,keep,none,,-1.0,1.0,Cal State Fullerton,St. Thomas-Minnesota,37,280,True,2025-11-22T22:30:00.000Z,low,extreme_rating_context_conflict,-20.8829
ASUN,79.0,Queens University,362,213425,SoCon,90.0,Furman,93,2026,regular,2025-11-23T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-8.5,153.5,-275.0,225.0,-6.5,158.5,2025-11-23T22:00:00.000Z,Furman,Queens University,93,362,-1.0,keep,none,,-1.0,1.0,Furman,Queens University,93,362,False,2025-11-23T22:00:00.000Z,low,extreme_rating_context_conflict,-15.6536
Big Ten,60.0,Rutgers,245,213451,SEC,85.0,Tennessee,292,2026,regular,2025-11-24T18:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,14.5,141.5,1100.0,-2500.0,14.5,143.5,2025-11-24T18:00:00.000Z,Tennessee,Rutgers,292,245,1.0,keep,none,,2.0,2.0,Tennessee,Rutgers,292,245,True,2025-11-24T18:00:00.000Z,low,extreme_rating_context_conflict,27.705299999999998
A-10,92.0,George Mason,95,213456,MAC,69.0,Ohio,215,2026,regular,2025-11-24T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-7.5,142.5,-260.0,215.0,-6.5,145.5,2025-11-24T23:00:00.000Z,Ohio,George Mason,215,95,-1.0,keep,none,,-2.0,2.0,Ohio,George Mason,215,95,True,2025-11-24T23:00:00.000Z,low,extreme_rating_context_conflict,-15.027899999999999
Big East,60.0,Creighton,61,213491,Big 12,78.0,Iowa State,125,2026,regular,2025-11-25T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,8.5,152.5,360.0,-500.0,9.5,150.5,2025-11-25T19:00:00.000Z,Iowa State,Creighton,125,61,1.0,keep,none,,2.0,2.0,Iowa State,Creighton,125,61,True,2025-11-25T19:00:00.000Z,low,extreme_rating_context_conflict,21.778399999999998
MAC,81.0,Bowling Green,28,213519,SoCon,48.0,VMI,334,2026,regular,2025-11-26T16:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-11.5,148.5,-800.0,500.0,-10.5,150.5,2025-11-26T16:00:00.000Z,VMI,Bowling Green,334,28,-1.0,keep,none,,-1.0,1.0,VMI,Bowling Green,334,28,False,2025-11-26T16:00:00.000Z,low,extreme_rating_context_conflict,-19.3415
Big South,63.0,Longwood,147,213561,MAAC,70.0,Siena,264,2026,regular,2025-11-28T18:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,6.5,146.5,175.0,-210.0,4.5,150.5,2025-11-28T18:00:00.000Z,Siena,Longwood,264,147,1.0,keep,none,,2.0,2.0,Siena,Longwood,264,147,True,2025-11-28T18:00:00.000Z,low,extreme_rating_context_conflict,15.6999
OVC,61.0,SIU Edwardsville,247,215356,MVC,59.0,Drake,70,2026,regular,2025-11-15T00:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-7.5,141.5,-260.0,215.0,-6.5,139.5,2025-11-15T00:30:00.000Z,Drake,SIU Edwardsville,70,247,-1.0,keep,none,,-2.0,2.0,Drake,SIU Edwardsville,70,247,False,2025-11-15T00:30:00.000Z,low,extreme_rating_context_conflict,-19.384700000000002
WAC,81.0,Utah Tech,330,215359,SWAC,75.0,Mississippi Valley State,175,2026,regular,2025-11-15T02:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-26.5,145.5,-100000.0,4000.0,-25.5,,2025-11-15T02:30:00.000Z,Mississippi Valley State,Utah Tech,175,330,-1.0,keep,none,,-2.0,2.0,Mississippi Valley State,Utah Tech,175,330,True,2025-11-15T02:30:00.000Z,low,extreme_rating_context_conflict,-41.162200000000006
Big Sky,81.0,Montana,179,215389,SEC,86.0,Texas A&M,293,2026,regular,2025-11-19T01:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-17.5,163.5,-2000.0,1000.0,-14.5,164.5,2025-11-19T01:00:00.000Z,Texas A&M,Montana,293,179,-1.0,keep,none,,-2.0,2.0,Texas A&M,Montana,293,179,False,2025-11-19T01:00:00.000Z,low,extreme_rating_context_conflict,-16.8151
NEC,57.0,St. Francis (PA),278,215421,MVC,94.0,Belmont,22,2026,regular,2025-11-24T18:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,21.5,157.5,2000.0,-7500.0,19.5,152.5,2025-11-24T18:30:00.000Z,Belmont,St. Francis (PA),22,278,1.0,keep,none,,2.0,2.0,Belmont,St. Francis (PA),22,278,True,2025-11-24T18:30:00.000Z,low,extreme_rating_context_conflict,33.9325
MAC,82.0,Miami (OH),167,215443,SoCon,71.0,UNC Greensboro,320,2026,regular,2025-11-26T19:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,-10.5,150.5,-650.0,425.0,-10.5,150.5,2025-11-26T19:00:00.000Z,UNC Greensboro,Miami (OH),320,167,-1.0,keep,none,,-1.0,1.0,UNC Greensboro,Miami (OH),320,167,True,2025-11-26T19:00:00.000Z,low,extreme_rating_context_conflict,-14.8927
SEC,78.0,Mississippi State,174,358280,Mountain West,80.0,New Mexico,191,2026,regular,2025-11-22T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,6.5,151.5,240.0,-290.0,6.5,151.5,2025-11-22T00:00:00.000Z,New Mexico,Mississippi State,191,174,1.0,keep,none,,2.0,2.0,New Mexico,Mississippi State,191,174,True,2025-11-22T00:00:00.000Z,low,extreme_rating_context_conflict,17.9268
OVC,73.0,Southern Indiana,365,358284,MVC,84.0,UIC,315,2026,regular,2025-11-22T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,11.5,153.5,425.0,-650.0,9.5,155.5,2025-11-22T22:00:00.000Z,UIC,Southern Indiana,315,365,1.0,keep,none,,2.0,2.0,UIC,Southern Indiana,315,365,True,2025-11-22T22:00:00.000Z,low,extreme_rating_context_conflict,24.8429
NEC,64.0,St. Francis (PA),278,358312,Sun Belt,74.0,Troy,302,2026,regular,2025-11-26T16:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,ESPN BET,21.5,151.5,2500.0,-10000.0,23.5,151.5,2025-11-26T16:00:00.000Z,Troy,St. Francis (PA),302,278,1.0,keep,none,,2.0,2.0,Troy,St. Francis (PA),302,278,True,2025-11-26T16:00:00.000Z,low,extreme_rating_context_conflict,37.2908
A-10,92.0,George Washington,96,210041,CUSA,79.0,Middle Tennessee,171,2026,regular,2025-11-24T22:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,-9.5,159.0,-800.0,525.0,-11.0,155.0,2025-11-24T22:00:00.000Z,Middle Tennessee,George Washington,171,96,-1.0,keep,none,,-1.0,1.0,Middle Tennessee,George Washington,171,96,True,2025-11-24T22:00:00.000Z,low,extreme_rating_context_conflict,-28.6786
MAC,82.0,Central Michigan,45,213145,MEAC,59.0,Coppin State,59,2026,regular,2025-11-14T16:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,-10.0,143.0,-460.0,340.0,-10.0,145.0,2025-11-14T16:00:00.000Z,Coppin State,Central Michigan,59,45,-1.0,keep,none,,-1.0,1.0,Coppin State,Central Michigan,59,45,True,2025-11-14T16:00:00.000Z,low,extreme_rating_context_conflict,-28.8966
Big East,83.0,Providence,235,213544,Big Ten,104.0,Wisconsin,355,2026,regular,2025-11-27T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,6.5,167.0,220.0,-270.0,6.0,167.0,2025-11-27T23:00:00.000Z,Wisconsin,Providence,355,235,1.0,keep,none,,1.0,1.0,Wisconsin,Providence,355,235,True,2025-11-27T23:00:00.000Z,low,extreme_rating_context_conflict,12.117199999999999
WCC,91.0,Gonzaga,102,214117,Big Ten,82.0,Oregon,223,2026,regular,2025-12-21T23:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-13293214.parquet,2026-03-11,Bovada,-12.5,154.5,-950.0,600.0,-12.5,159.0,2025-12-21T23:00:00.000Z,Oregon,Gonzaga,223,102,-1.0,keep,none,,-1.0,1.0,Oregon,Gonzaga,223,102,True,2025-12-21T23:00:00.000Z,low,extreme_rating_context_conflict,-29.419700000000002
Big West,72.0,UC Santa Barbara,311,215457,Patriot,70.0,Lehigh,141,2026,regular,2025-11-28T21:30:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,-10.5,146.5,-850.0,550.0,-11.5,148.5,2025-11-28T21:30:00.000Z,Lehigh,UC Santa Barbara,141,311,-1.0,keep,none,,-1.0,1.0,Lehigh,UC Santa Barbara,141,311,True,2025-11-28T21:30:00.000Z,low,extreme_rating_context_conflict,-16.1719
Southland,80.0,Incarnate Word,120,358285,Big South,91.0,High Point,109,2026,regular,2025-11-23T00:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,11.5,159.5,625.0,-1000.0,12.5,161.5,2025-11-23T00:00:00.000Z,High Point,Incarnate Word,109,120,1.0,keep,none,,1.0,1.0,High Point,Incarnate Word,109,120,True,2025-11-23T00:00:00.000Z,low,extreme_rating_context_conflict,32.9898
A-10,74.0,VCU,333,358335,SEC,89.0,Vanderbilt,336,2026,regular,2025-11-27T17:00:00.000Z,bronze/lines/season=2026/asof=2026-03-11/part-a8342d5c.parquet,2026-03-11,Bovada,6.0,161.5,220.0,-270.0,6.0,159.5,2025-11-27T17:00:00.000Z,Vanderbilt,VCU,336,333,1.0,keep,none,,1.0,1.0,Vanderbilt,VCU,336,333,True,2025-11-27T17:00:00.000Z,low,extreme_rating_context_conflict,18.1354
